playerId,season,name,team,position,situation,games_played,icetime,xGoals,goals,unblocked_shot_attempts,xRebounds,rebounds,xFreeze,freeze,xOnGoal,ongoal,xPlayStopped,playStopped,xPlayContinuedInZone,playContinuedInZone,xPlayContinuedOutsideZone,playContinuedOutsideZone,flurryAdjustedxGoals,lowDangerShots,mediumDangerShots,highDangerShots,lowDangerxGoals,mediumDangerxGoals,highDangerxGoals,lowDangerGoals,mediumDangerGoals,highDangerGoals,blocked_shot_attempts,penalityMinutes,penalties
8471750,2014,Ben Bishop,TBL,G,other,25,2765.0,2.77,1.0,59.0,1.92,0.0,5.78,9.0,28.35,33.0,0.49,2.0,16.84,18.0,11.75,9.0,2.7,27.0,11.0,2.0,0.89,1.33,0.55,0.0,0.0,1.0,19.0,0.0,0.0
8471750,2014,Ben Bishop,TBL,G,all,25,87538.0,58.76,53.0,1298.0,46.56,43.0,152.86,183.0,673.21,669.0,20.6,25.0,385.25,303.0,276.08,338.0,57.01,715.0,180.0,47.0,20.44,22.02,16.3,18.0,14.0,21.0,356.0,4.0,2.0
8471750,2014,Ben Bishop,TBL,G,5on5,25,70369.0,40.2,37.0,1009.0,34.13,32.0,124.8,149.0,526.1,514.0,16.13,19.0,296.24,227.0,220.12,272.0,39.0,582.0,124.0,27.0,16.81,15.2,8.2,17.0,9.0,11.0,276.0,2.0,1.0
8471750,2014,Ben Bishop,TBL,G,4on5,25,7496.0,13.33,13.0,201.0,9.45,11.0,20.18,22.0,102.03,102.0,0.56,0.0,67.39,56.0,33.07,42.0,12.87,97.0,37.0,13.0,2.51,4.45,6.38,1.0,3.0,9.0,54.0,2.0,1.0
8471750,2014,Ben Bishop,TBL,G,5on4,25,6908.0,2.45,2.0,29.0,1.06,0.0,2.09,3.0,16.72,20.0,3.42,4.0,4.78,2.0,11.14,15.0,2.44,9.0,8.0,5.0,0.24,1.05,1.16,0.0,2.0,0.0,7.0,0.0,0.0
8476883,2014,Andrei Vasilevskiy,TBL,G,other,4,268.0,0.28,0.0,4.0,0.16,0.0,0.34,0.0,2.22,3.0,0.04,0.0,1.36,2.0,0.79,1.0,0.28,2.0,1.0,0.0,0.16,0.13,0.0,0.0,0.0,0.0,1.0,0.0,0.0
8476883,2014,Andrei Vasilevskiy,TBL,G,all,4,6763.0,5.94,6.0,97.0,3.72,5.0,11.07,12.0,52.62,57.0,1.44,0.0,28.6,18.0,21.96,31.0,5.86,52.0,16.0,5.0,1.66,1.97,2.31,1.0,1.0,4.0,24.0,0.0,0.0
8476883,2014,Andrei Vasilevskiy,TBL,G,5on5,4,4984.0,3.88,4.0,71.0,2.46,3.0,8.35,11.0,38.3,41.0,1.13,0.0,20.78,11.0,16.3,23.0,3.83,35.0,15.0,3.0,1.14,1.84,0.89,1.0,1.0,2.0,18.0,0.0,0.0
8476883,2014,Andrei Vasilevskiy,TBL,G,4on5,4,832.0,1.76,2.0,19.0,1.05,2.0,2.16,1.0,10.68,11.0,0.0,0.0,6.0,5.0,3.68,5.0,1.73,13.0,0.0,2.0,0.33,0.0,1.43,0.0,0.0,2.0,4.0,0.0,0.0
8476883,2014,Andrei Vasilevskiy,TBL,G,5on4,4,679.0,0.02,0.0,3.0,0.05,0.0,0.22,0.0,1.42,2.0,0.27,0.0,0.46,0.0,1.2,2.0,0.02,2.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
8475311,2014,Darcy Kuemper,MIN,G,other,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
