team,season,name,team,position,situation,games_played,xGoalsPercentage,corsiPercentage,fenwickPercentage,iceTime,xOnGoalFor,xGoalsFor,xReboundsFor,xFreezeFor,xPlayStoppedFor,xPlayContinuedInZoneFor,xPlayContinuedOutsideZoneFor,flurryAdjustedxGoalsFor,scoreVenueAdjustedxGoalsFor,flurryScoreVenueAdjustedxGoalsFor,shotsOnGoalFor,missedShotsFor,blockedShotAttemptsFor,shotAttemptsFor,goalsFor,reboundsFor,reboundGoalsFor,freezeFor,playStoppedFor,playContinuedInZoneFor,playContinuedOutsideZoneFor,savedShotsOnGoalFor,savedUnblockedShotAttemptsFor,penaltiesFor,penalityMinutesFor,faceOffsWonFor,hitsFor,takeawaysFor,giveawaysFor,lowDangerShotsFor,mediumDangerShotsFor,highDangerShotsFor,lowDangerxGoalsFor,mediumDangerxGoalsFor,highDangerxGoalsFor,lowDangerGoalsFor,mediumDangerGoalsFor,highDangerGoalsFor,scoreAdjustedShotsAttemptsFor,unblockedShotAttemptsFor,scoreAdjustedUnblockedShotAttemptsFor,dZoneGiveawaysFor,xGoalsFromxReboundsOfShotsFor,xGoalsFromActualReboundsOfShotsFor,reboundxGoalsFor,totalShotCreditFor,scoreAdjustedTotalShotCreditFor,scoreFlurryAdjustedTotalShotCreditFor,xOnGoalAgainst,xGoalsAgainst,xReboundsAgainst,xFreezeAgainst,xPlayStoppedAgainst,xPlayContinuedInZoneAgainst,xPlayContinuedOutsideZoneAgainst,flurryAdjustedxGoalsAgainst,scoreVenueAdjustedxGoalsAgainst,flurryScoreVenueAdjustedxGoalsAgainst,shotsOnGoalAgainst,missedShotsAgainst,blockedShotAttemptsAgainst,shotAttemptsAgainst,goalsAgainst,reboundsAgainst,reboundGoalsAgainst,freezeAgainst,playStoppedAgainst,playContinuedInZoneAgainst,playContinuedOutsideZoneAgainst,savedShotsOnGoalAgainst,savedUnblockedShotAttemptsAgainst,penaltiesAgainst,penalityMinutesAgainst,faceOffsWonAgainst,hitsAgainst,takeawaysAgainst,giveawaysAgainst,lowDangerShotsAgainst,mediumDangerShotsAgainst,highDangerShotsAgainst,lowDangerxGoalsAgainst,mediumDangerxGoalsAgainst,highDangerxGoalsAgainst,lowDangerGoalsAgainst,mediumDangerGoalsAgainst,highDangerGoalsAgainst,scoreAdjustedShotsAttemptsAgainst,unblockedShotAttemptsAgainst,scoreAdjustedUnblockedShotAttemptsAgainst,dZoneGiveawaysAgainst,xGoalsFromxReboundsOfShotsAgainst,xGoalsFromActualReboundsOfShotsAgainst,reboundxGoalsAgainst,totalShotCreditAgainst,scoreAdjustedTotalShotCreditAgainst,scoreFlurryAdjustedTotalShotCreditAgainst
CHI,2014,CHI,CHI,Team Level,other,23,0.52,0.47,0.43,3210.0,28.78,8.44,1.99,4.57,0.88,15.0,9.11,7.85,8.44,7.85,25.0,15.0,23.0,63.0,7.0,1.0,0.0,7.0,1.0,12.0,12.0,18.0,33.0,0.0,0.0,46.0,14.0,4.0,9.0,21.0,7.0,12.0,0.73,0.78,6.93,1.0,1.0,5.0,63.0,40.0,40.0,9.0,0.56,0.21,0.21,8.79,8.79,8.24,39.48,7.9,3.12,6.3,1.28,23.85,11.55,7.28,7.9,7.28,35.0,19.0,17.0,71.0,6.0,3.0,2.0,6.0,1.0,17.0,21.0,29.0,48.0,3.0,6.0,24.0,13.0,6.0,3.0,29.0,15.0,10.0,1.12,1.89,4.88,1.0,1.0,4.0,71.0,54.0,54.0,3.0,0.91,1.51,1.51,7.3,7.3,7.14
CHI,2014,CHI,CHI,Team Level,all,23,0.5,0.51,0.49,91883.0,741.44,66.17,50.2,170.08,23.64,411.41,304.5,64.28,66.82,64.91,723.0,303.0,462.0,1488.0,69.0,43.0,7.0,191.0,32.0,309.0,382.0,654.0,957.0,66.0,132.0,840.0,673.0,183.0,266.0,800.0,166.0,60.0,22.65,20.23,23.29,24.0,20.0,25.0,1498.14,1026.0,1033.82,213.0,10.85,8.02,8.69,68.32,68.92,67.7,766.52,65.77,52.43,175.35,25.76,431.98,315.7,63.97,65.49,63.69,789.0,278.0,361.0,1428.0,60.0,47.0,11.0,164.0,30.0,339.0,427.0,729.0,1007.0,71.0,146.0,742.0,976.0,171.0,271.0,819.0,199.0,49.0,23.7,24.07,18.0,18.0,20.0,22.0,1415.37,1067.0,1058.28,200.0,11.44,10.42,10.44,66.77,66.42,65.54
CHI,2014,CHI,CHI,Team Level,5on5,23,0.5,0.51,0.5,77023.0,631.69,47.24,41.26,150.2,20.15,351.09,264.07,46.16,47.89,46.79,620.0,254.0,386.0,1260.0,49.0,37.0,7.0,163.0,25.0,260.0,340.0,571.0,825.0,60.0,120.0,696.0,639.0,158.0,232.0,697.0,143.0,34.0,20.0,17.58,9.66,22.0,18.0,9.0,1270.14,874.0,881.82,188.0,8.51,7.24,7.66,48.08,48.68,48.21,640.02,47.61,41.71,152.42,21.07,357.21,269.98,46.64,47.34,46.37,663.0,227.0,313.0,1203.0,44.0,34.0,7.0,145.0,26.0,286.0,355.0,619.0,846.0,64.0,132.0,621.0,913.0,142.0,241.0,704.0,156.0,30.0,20.19,18.97,8.46,15.0,17.0,12.0,1190.37,890.0,881.28,180.0,8.62,6.42,6.78,49.46,49.12,48.5
CHI,2014,CHI,CHI,Team Level,4on5,23,0.12,0.13,0.13,5510.0,12.01,1.21,0.63,1.36,0.32,3.12,9.36,1.21,1.21,1.21,11.0,5.0,4.0,20.0,2.0,0.0,0.0,2.0,0.0,5.0,7.0,9.0,14.0,2.0,4.0,42.0,12.0,16.0,16.0,9.0,5.0,2.0,0.14,0.66,0.41,0.0,0.0,2.0,20.0,16.0,16.0,14.0,0.14,0.0,0.0,1.36,1.36,1.36,76.89,9.15,7.1,15.32,3.03,47.86,25.54,9.02,9.15,9.02,81.0,27.0,31.0,139.0,10.0,8.0,2.0,12.0,2.0,35.0,41.0,71.0,98.0,3.0,6.0,48.0,16.0,6.0,11.0,76.0,24.0,8.0,2.22,2.74,4.19,2.0,2.0,6.0,139.0,108.0,108.0,1.0,1.79,1.94,1.61,9.33,9.33,9.23
CHI,2014,CHI,CHI,Team Level,5on4,23,0.89,0.91,0.86,6140.0,68.96,9.27,6.32,13.95,2.29,42.2,21.97,9.06,9.27,9.06,67.0,29.0,49.0,145.0,11.0,5.0,0.0,19.0,6.0,32.0,23.0,56.0,85.0,4.0,8.0,56.0,8.0,5.0,9.0,73.0,11.0,12.0,1.78,1.21,6.28,1.0,1.0,9.0,145.0,96.0,96.0,2.0,1.64,0.57,0.82,10.1,10.1,9.89,10.13,1.1,0.51,1.32,0.39,3.05,8.63,1.02,1.1,1.02,10.0,5.0,0.0,15.0,0.0,2.0,0.0,1.0,1.0,1.0,10.0,10.0,15.0,1.0,2.0,49.0,34.0,17.0,16.0,10.0,4.0,1.0,0.18,0.47,0.46,0.0,0.0,0.0,15.0,15.0,15.0,16.0,0.12,0.55,0.55,0.68,0.68,0.67
DET,2014,DET,DET,Team Level,other,7,0.39,0.48,0.44,1477.0,10.32,1.69,0.71,1.97,0.28,5.06,4.28,1.5,1.69,1.5,13.0,1.0,7.0,21.0,3.0,0.0,0.0,1.0,0.0,7.0,3.0,10.0,11.0,1.0,2.0,20.0,6.0,1.0,3.0,10.0,1.0,3.0,0.33,0.09,1.26,0.0,0.0,3.0,21.0,14.0,14.0,1.0,0.18,0.0,0.0,1.88,1.88,1.68,12.62,2.63,0.94,1.95,0.38,7.45,4.65,2.49,2.63,2.49,13.0,5.0,5.0,23.0,2.0,0.0,0.0,2.0,2.0,8.0,4.0,11.0,16.0,1.0,2.0,14.0,5.0,1.0,2.0,11.0,2.0,5.0,0.38,0.19,2.05,0.0,0.0,2.0,23.0,18.0,18.0,0.0,0.26,0.0,0.0,2.89,2.89,2.74
DET,2014,DET,DET,Team Level,all,7,0.47,0.49,0.47,25345.0,170.01,15.8,12.04,37.48,5.27,96.12,67.28,15.35,15.95,15.5,168.0,66.0,85.0,319.0,15.0,4.0,1.0,45.0,3.0,87.0,80.0,153.0,219.0,40.0,80.0,187.0,220.0,34.0,35.0,179.0,40.0,15.0,5.17,4.8,5.83,2.0,5.0,8.0,320.73,234.0,236.44,18.0,2.72,0.89,0.89,17.63,17.76,17.38,189.75,17.58,13.7,40.25,6.02,110.73,76.72,16.79,17.62,16.83,200.0,65.0,73.0,338.0,17.0,8.0,3.0,42.0,7.0,102.0,89.0,183.0,248.0,40.0,80.0,220.0,207.0,28.0,40.0,196.0,53.0,16.0,5.98,6.13,5.46,4.0,6.0,7.0,337.08,265.0,263.48,22.0,3.09,2.17,2.17,18.5,18.55,18.02
DET,2014,DET,DET,Team Level,5on5,7,0.47,0.49,0.48,18381.0,115.02,8.44,7.29,27.37,3.63,63.53,47.74,8.23,8.59,8.38,112.0,46.0,56.0,214.0,6.0,4.0,1.0,37.0,3.0,51.0,57.0,106.0,152.0,32.0,64.0,125.0,191.0,26.0,22.0,130.0,23.0,5.0,4.05,2.78,1.61,2.0,2.0,2.0,215.73,158.0,160.44,12.0,1.5,0.89,0.89,9.05,9.17,9.06,122.2,9.34,8.12,28.07,3.97,70.69,51.82,8.93,9.38,8.97,129.0,43.0,51.0,223.0,12.0,6.0,1.0,29.0,3.0,58.0,64.0,117.0,160.0,32.0,64.0,152.0,182.0,21.0,27.0,134.0,32.0,6.0,4.0,3.66,1.68,4.0,5.0,3.0,222.08,172.0,170.48,17.0,1.67,1.5,1.5,9.51,9.56,9.42
DET,2014,DET,DET,Team Level,4on5,7,0.09,0.05,0.06,2831.0,3.05,0.46,0.18,0.4,0.09,0.83,2.04,0.46,0.46,0.46,3.0,1.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,3.0,3.0,6.0,17.0,12.0,6.0,5.0,2.0,1.0,1.0,0.09,0.16,0.22,0.0,1.0,0.0,4.0,4.0,4.0,5.0,0.04,0.0,0.0,0.5,0.5,0.5,46.96,4.5,4.16,9.29,1.46,30.31,15.29,4.25,4.5,4.25,49.0,16.0,15.0,80.0,2.0,2.0,2.0,9.0,2.0,33.0,17.0,47.0,63.0,4.0,8.0,32.0,8.0,1.0,6.0,46.0,16.0,3.0,1.45,1.94,1.11,0.0,1.0,1.0,80.0,65.0,65.0,0.0,1.05,0.67,0.67,4.88,4.88,4.64
DET,2014,DET,DET,Team Level,5on4,7,0.82,0.87,0.85,2656.0,41.62,5.21,3.87,7.74,1.26,26.7,13.22,5.16,5.21,5.16,40.0,18.0,22.0,80.0,5.0,0.0,0.0,7.0,0.0,29.0,17.0,35.0,53.0,4.0,8.0,25.0,11.0,1.0,5.0,37.0,15.0,6.0,0.71,1.77,2.74,0.0,2.0,3.0,80.0,58.0,58.0,0.0,1.0,0.0,0.0,6.21,6.21,6.14,7.97,1.11,0.48,0.95,0.21,2.28,4.96,1.11,1.11,1.11,9.0,1.0,2.0,12.0,1.0,0.0,0.0,2.0,0.0,3.0,4.0,8.0,9.0,3.0,6.0,22.0,12.0,5.0,5.0,5.0,3.0,2.0,0.15,0.34,0.62,0.0,0.0,1.0,12.0,10.0,10.0,5.0,0.11,0.0,0.0,1.22,1.22,1.22
OTT,2014,OTT,OTT,Team Level,other,6,0.72,0.7,0.71,678.0,14.58,3.1,1.05,2.68,0.49,8.61,4.06,2.16,3.1,2.16,16.0,4.0,6.0,26.0,0.0,1.0,0.0,3.0,0.0,12.0,4.0,16.0,20.0,0.0,0.0,6.0,4.0,3.0,1.0,13.0,2.0,5.0,0.63,0.23,2.24,0.0,0.0,0.0,26.0,20.0,20.0,0.0,0.34,0.48,0.48,2.95,2.95,2.04,5.2,1.2,0.29,0.83,0.17,3.4,2.1,0.84,1.2,0.84,6.0,2.0,3.0,11.0,1.0,0.0,0.0,0.0,0.0,4.0,3.0,5.0,7.0,0.0,0.0,8.0,3.0,1.0,5.0,6.0,0.0,2.0,0.28,0.0,0.93,0.0,0.0,1.0,11.0,8.0,8.0,5.0,0.08,0.0,0.0,1.28,1.28,0.92
OTT,2014,OTT,OTT,Team Level,all,6,0.51,0.48,0.48,22347.0,189.87,16.13,11.93,45.42,6.2,107.16,80.15,14.82,16.17,14.86,198.0,69.0,110.0,377.0,12.0,12.0,1.0,53.0,3.0,90.0,97.0,186.0,255.0,24.0,48.0,192.0,287.0,35.0,63.0,215.0,38.0,14.0,5.88,4.63,5.63,6.0,2.0,4.0,381.11,267.0,268.81,49.0,2.71,1.79,1.79,17.05,17.12,15.88,208.47,15.23,13.78,50.6,7.0,117.85,87.54,14.46,15.07,14.3,224.0,68.0,109.0,401.0,12.0,13.0,3.0,54.0,6.0,109.0,98.0,212.0,280.0,22.0,47.0,202.0,210.0,45.0,69.0,243.0,34.0,15.0,6.07,4.29,4.88,5.0,2.0,5.0,394.54,292.0,287.84,57.0,2.99,2.36,2.47,15.75,15.57,14.95
OTT,2014,OTT,OTT,Team Level,5on5,6,0.48,0.5,0.49,17701.0,147.72,9.3,8.84,37.51,4.89,84.63,63.84,9.07,9.34,9.11,151.0,58.0,91.0,300.0,7.0,9.0,0.0,43.0,3.0,68.0,79.0,144.0,202.0,22.0,44.0,143.0,267.0,29.0,51.0,174.0,30.0,5.0,4.33,3.68,1.29,5.0,1.0,1.0,304.11,209.0,210.81,43.0,1.82,1.08,1.08,10.04,10.11,9.94,157.6,10.08,9.65,41.13,5.43,86.84,66.88,9.78,9.91,9.61,169.0,51.0,84.0,304.0,9.0,12.0,3.0,47.0,5.0,79.0,68.0,160.0,211.0,19.0,38.0,160.0,198.0,39.0,56.0,189.0,23.0,8.0,4.7,3.0,2.39,4.0,2.0,3.0,297.54,220.0,215.84,45.0,1.99,2.06,2.18,9.89,9.72,9.59
OTT,2014,OTT,OTT,Team Level,4on5,6,0.13,0.14,0.16,2203.0,6.81,0.41,0.29,0.93,0.2,1.98,6.2,0.41,0.41,0.41,10.0,0.0,2.0,12.0,0.0,1.0,0.0,2.0,0.0,2.0,5.0,10.0,10.0,0.0,0.0,30.0,12.0,1.0,6.0,9.0,1.0,0.0,0.33,0.08,0.0,0.0,0.0,0.0,12.0,10.0,10.0,6.0,0.07,0.06,0.06,0.42,0.42,0.42,38.32,2.86,3.45,7.89,1.19,25.58,13.03,2.74,2.86,2.74,40.0,14.0,20.0,74.0,1.0,1.0,0.0,7.0,1.0,25.0,19.0,39.0,53.0,1.0,2.0,13.0,3.0,3.0,3.0,42.0,10.0,2.0,1.04,1.11,0.7,1.0,0.0,0.0,74.0,54.0,54.0,2.0,0.82,0.3,0.3,3.38,3.38,3.24
OTT,2014,OTT,OTT,Team Level,5on4,6,0.75,0.76,0.74,1765.0,20.75,3.31,1.76,4.3,0.63,11.95,6.05,3.18,3.31,3.18,21.0,7.0,11.0,39.0,5.0,1.0,1.0,5.0,0.0,8.0,9.0,16.0,23.0,2.0,4.0,13.0,4.0,2.0,5.0,19.0,5.0,4.0,0.58,0.63,2.1,1.0,1.0,3.0,39.0,28.0,28.0,0.0,0.49,0.17,0.17,3.63,3.63,3.48,7.34,1.1,0.4,0.75,0.21,2.02,5.53,1.1,1.1,1.1,9.0,1.0,2.0,12.0,1.0,0.0,0.0,0.0,0.0,1.0,8.0,8.0,9.0,2.0,7.0,21.0,6.0,2.0,5.0,6.0,1.0,3.0,0.06,0.18,0.87,0.0,0.0,1.0,12.0,10.0,10.0,5.0,0.09,0.0,0.0,1.19,1.19,1.19
MIN,2014,MIN,MIN,Team Level,other,10,0.5,0.54,0.54,995.0,15.68,4.73,1.11,2.47,0.52,8.35,4.82,4.66,4.73,4.66,15.0,7.0,7.0,29.0,6.0,1.0,1.0,4.0,0.0,6.0,5.0,9.0,16.0,0.0,0.0,8.0,1.0,2.0,0.0,10.0,3.0,9.0,0.45,0.37,3.9,0.0,0.0,6.0,29.0,22.0,22.0,0.0,0.3,0.52,0.52,4.52,4.52,4.45,13.15,4.8,0.84,1.89,0.35,7.29,3.82,4.45,4.8,4.45,11.0,8.0,6.0,25.0,3.0,1.0,0.0,2.0,0.0,7.0,6.0,8.0,16.0,0.0,0.0,10.0,3.0,1.0,1.0,10.0,4.0,5.0,0.3,0.5,4.0,0.0,0.0,3.0,25.0,19.0,19.0,1.0,0.23,0.15,0.15,4.88,4.88,4.51
