team,season,name,team,position,situation,games_played,xGoalsPercentage,corsiPercentage,fenwickPercentage,iceTime,xOnGoalFor,xGoalsFor,xReboundsFor,xFreezeFor,xPlayStoppedFor,xPlayContinuedInZoneFor,xPlayContinuedOutsideZoneFor,flurryAdjustedxGoalsFor,scoreVenueAdjustedxGoalsFor,flurryScoreVenueAdjustedxGoalsFor,shotsOnGoalFor,missedShotsFor,blockedShotAttemptsFor,shotAttemptsFor,goalsFor,reboundsFor,reboundGoalsFor,freezeFor,playStoppedFor,playContinuedInZoneFor,playContinuedOutsideZoneFor,savedShotsOnGoalFor,savedUnblockedShotAttemptsFor,penaltiesFor,penalityMinutesFor,faceOffsWonFor,hitsFor,takeawaysFor,giveawaysFor,lowDangerShotsFor,mediumDangerShotsFor,highDangerShotsFor,lowDangerxGoalsFor,mediumDangerxGoalsFor,highDangerxGoalsFor,lowDangerGoalsFor,mediumDangerGoalsFor,highDangerGoalsFor,scoreAdjustedShotsAttemptsFor,unblockedShotAttemptsFor,scoreAdjustedUnblockedShotAttemptsFor,dZoneGiveawaysFor,xGoalsFromxReboundsOfShotsFor,xGoalsFromActualReboundsOfShotsFor,reboundxGoalsFor,totalShotCreditFor,scoreAdjustedTotalShotCreditFor,scoreFlurryAdjustedTotalShotCreditFor,xOnGoalAgainst,xGoalsAgainst,xReboundsAgainst,xFreezeAgainst,xPlayStoppedAgainst,xPlayContinuedInZoneAgainst,xPlayContinuedOutsideZoneAgainst,flurryAdjustedxGoalsAgainst,scoreVenueAdjustedxGoalsAgainst,flurryScoreVenueAdjustedxGoalsAgainst,shotsOnGoalAgainst,missedShotsAgainst,blockedShotAttemptsAgainst,shotAttemptsAgainst,goalsAgainst,reboundsAgainst,reboundGoalsAgainst,freezeAgainst,playStoppedAgainst,playContinuedInZoneAgainst,playContinuedOutsideZoneAgainst,savedShotsOnGoalAgainst,savedUnblockedShotAttemptsAgainst,penaltiesAgainst,penalityMinutesAgainst,faceOffsWonAgainst,hitsAgainst,takeawaysAgainst,giveawaysAgainst,lowDangerShotsAgainst,mediumDangerShotsAgainst,highDangerShotsAgainst,lowDangerxGoalsAgainst,mediumDangerxGoalsAgainst,highDangerxGoalsAgainst,lowDangerGoalsAgainst,mediumDangerGoalsAgainst,highDangerGoalsAgainst,scoreAdjustedShotsAttemptsAgainst,unblockedShotAttemptsAgainst,scoreAdjustedUnblockedShotAttemptsAgainst,dZoneGiveawaysAgainst,xGoalsFromxReboundsOfShotsAgainst,xGoalsFromActualReboundsOfShotsAgainst,reboundxGoalsAgainst,totalShotCreditAgainst,scoreAdjustedTotalShotCreditAgainst,scoreFlurryAdjustedTotalShotCreditAgainst
NYR,2019,NYR,NYR,Team Level,other,3,0.44,0.68,0.71,481.0,8.43,0.74,0.69,1.75,0.32,6.11,2.38,0.73,0.74,0.73,8.0,4.0,1.0,13.0,1.0,0.0,0.0,3.0,0.0,5.0,3.0,7.0,11.0,0.0,0.0,5.0,1.0,0.0,1.0,11.0,0.0,1.0,0.22,0.0,0.52,0.0,0.0,1.0,13.0,12.0,12.0,0.0,0.24,0.0,0.0,0.97,0.97,0.96,3.56,0.94,0.22,0.64,0.12,1.73,1.35,0.94,0.94,0.94,4.0,1.0,1.0,6.0,1.0,0.0,0.0,2.0,0.0,0.0,2.0,3.0,4.0,0.0,0.0,6.0,4.0,0.0,2.0,3.0,1.0,1.0,0.11,0.14,0.69,0.0,0.0,1.0,6.0,5.0,5.0,2.0,0.06,0.0,0.0,1.0,1.0,1.0
NYR,2019,NYR,NYR,Team Level,all,3,0.42,0.46,0.46,10800.0,86.9,5.85,5.51,21.93,2.96,50.02,36.75,5.6,5.75,5.51,88.0,35.0,37.0,160.0,4.0,6.0,0.0,24.0,5.0,42.0,42.0,84.0,119.0,18.0,39.0,85.0,116.0,20.0,37.0,108.0,8.0,7.0,2.38,0.97,2.5,1.0,2.0,1.0,154.72,123.0,119.85,21.0,1.29,1.23,1.23,5.91,5.85,5.81,99.02,7.91,6.83,23.51,3.38,57.83,43.53,7.71,8.03,7.83,102.0,41.0,44.0,187.0,11.0,6.0,0.0,18.0,6.0,45.0,57.0,91.0,132.0,18.0,39.0,95.0,78.0,18.0,27.0,111.0,26.0,6.0,3.04,3.1,1.78,5.0,3.0,3.0,193.36,143.0,146.96,21.0,1.51,0.9,0.9,8.52,8.63,8.46
NYR,2019,NYR,NYR,Team Level,5on5,3,0.42,0.46,0.45,7744.0,61.52,3.76,3.47,16.47,2.02,34.02,26.27,3.52,3.67,3.44,66.0,20.0,31.0,117.0,2.0,6.0,0.0,19.0,3.0,29.0,27.0,64.0,84.0,15.0,30.0,52.0,104.0,17.0,27.0,74.0,8.0,4.0,1.81,0.97,0.98,0.0,2.0,0.0,111.72,86.0,82.85,18.0,0.71,1.23,1.23,3.24,3.18,3.15,73.21,5.1,4.7,17.84,2.34,42.28,31.74,4.99,5.21,5.1,72.0,32.0,35.0,139.0,8.0,5.0,0.0,14.0,4.0,32.0,41.0,64.0,96.0,14.0,28.0,69.0,71.0,13.0,19.0,82.0,18.0,4.0,2.05,2.17,0.88,4.0,3.0,1.0,145.36,104.0,107.96,14.0,0.96,0.82,0.82,5.24,5.35,5.28
NYR,2019,NYR,NYR,Team Level,4on5,3,0.05,0.13,0.17,1267.0,3.1,0.09,0.18,0.51,0.13,1.23,2.86,0.09,0.09,0.09,3.0,2.0,0.0,5.0,1.0,0.0,0.0,0.0,0.0,1.0,3.0,2.0,4.0,1.0,5.0,14.0,9.0,3.0,2.0,5.0,0.0,0.0,0.09,0.0,0.0,1.0,0.0,0.0,5.0,5.0,5.0,2.0,0.04,0.0,0.0,0.14,0.14,0.14,16.69,1.66,1.57,3.78,0.61,11.33,6.05,1.57,1.66,1.57,19.0,6.0,8.0,33.0,2.0,1.0,0.0,2.0,2.0,12.0,6.0,17.0,23.0,2.0,7.0,9.0,1.0,1.0,1.0,18.0,6.0,1.0,0.75,0.7,0.21,1.0,0.0,1.0,33.0,25.0,25.0,0.0,0.4,0.08,0.08,1.98,1.98,1.89
NYR,2019,NYR,NYR,Team Level,5on4,3,0.85,0.74,0.69,1308.0,13.83,1.26,1.17,3.2,0.49,8.65,5.24,1.26,1.26,1.26,11.0,9.0,5.0,25.0,0.0,0.0,0.0,2.0,2.0,7.0,9.0,11.0,20.0,2.0,4.0,14.0,2.0,0.0,7.0,18.0,0.0,2.0,0.27,0.0,0.99,0.0,0.0,0.0,25.0,20.0,20.0,1.0,0.31,0.0,0.0,1.56,1.56,1.56,5.56,0.22,0.34,1.25,0.31,2.49,4.39,0.22,0.22,0.22,7.0,2.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,1.0,8.0,7.0,9.0,2.0,4.0,11.0,2.0,4.0,5.0,8.0,1.0,0.0,0.13,0.09,0.0,0.0,0.0,0.0,9.0,9.0,9.0,5.0,0.08,0.0,0.0,0.3,0.3,0.29
NYI,2019,NYI,NYI,Team Level,other,22,0.54,0.43,0.43,3484.0,25.21,7.06,1.75,4.17,0.78,13.77,8.47,7.01,7.06,7.01,29.0,7.0,18.0,54.0,9.0,1.0,0.0,5.0,1.0,10.0,10.0,20.0,27.0,2.0,7.0,27.0,19.0,5.0,18.0,21.0,2.0,13.0,0.82,0.17,6.08,2.0,0.0,7.0,54.0,36.0,36.0,15.0,0.47,0.04,0.04,7.49,7.49,7.43,33.6,6.0,2.64,6.37,1.24,19.99,10.76,5.91,6.0,5.91,30.0,17.0,25.0,72.0,4.0,1.0,0.0,7.0,2.0,19.0,14.0,26.0,43.0,4.0,11.0,37.0,18.0,4.0,14.0,26.0,10.0,11.0,0.78,1.37,3.85,1.0,1.0,2.0,72.0,47.0,47.0,8.0,0.77,0.01,0.01,6.76,6.76,6.65
NYI,2019,NYI,NYI,Team Level,all,22,0.53,0.48,0.5,85220.0,664.19,67.99,46.78,151.46,21.84,374.03,268.91,64.86,68.79,65.66,660.0,271.0,354.0,1285.0,66.0,52.0,5.0,153.0,24.0,328.0,308.0,594.0,865.0,77.0,170.0,646.0,958.0,147.0,310.0,677.0,178.0,76.0,18.88,21.85,27.27,24.0,21.0,21.0,1295.81,931.0,941.53,178.0,10.33,13.26,13.26,65.06,65.89,64.09,671.45,59.19,45.2,158.37,21.8,375.24,277.2,56.91,58.94,56.67,644.0,293.0,456.0,1393.0,51.0,45.0,6.0,132.0,25.0,369.0,315.0,593.0,886.0,86.0,189.0,652.0,897.0,121.0,311.0,701.0,171.0,65.0,18.11,20.94,20.15,16.0,22.0,13.0,1380.24,937.0,930.63,200.0,9.94,9.59,9.59,59.54,59.34,57.99
NYI,2019,NYI,NYI,Team Level,5on5,22,0.52,0.47,0.49,68118.0,521.76,45.16,34.58,123.49,17.15,292.28,219.35,43.53,45.96,44.33,505.0,227.0,277.0,1009.0,44.0,35.0,1.0,122.0,17.0,262.0,252.0,461.0,688.0,62.0,137.0,484.0,885.0,122.0,224.0,541.0,150.0,41.0,15.32,18.42,11.42,19.0,18.0,7.0,1019.81,732.0,742.53,144.0,7.16,7.69,7.69,44.62,45.45,44.38,535.39,40.92,34.02,131.55,17.29,300.51,225.72,39.5,40.66,39.25,514.0,236.0,366.0,1116.0,35.0,33.0,4.0,106.0,20.0,299.0,257.0,479.0,715.0,73.0,160.0,519.0,834.0,90.0,253.0,581.0,133.0,36.0,14.5,16.29,10.13,13.0,16.0,6.0,1103.24,750.0,743.63,164.0,6.99,6.9,6.9,41.01,40.8,40.05
NYI,2019,NYI,NYI,Team Level,4on5,22,0.09,0.1,0.13,5684.0,12.64,1.12,0.6,1.64,0.39,4.13,9.13,1.12,1.12,1.12,16.0,1.0,3.0,20.0,1.0,0.0,0.0,2.0,0.0,3.0,11.0,15.0,16.0,6.0,12.0,49.0,38.0,13.0,18.0,13.0,2.0,2.0,0.29,0.32,0.51,0.0,1.0,0.0,20.0,17.0,17.0,17.0,0.14,0.0,0.0,1.26,1.26,1.26,83.27,11.05,7.79,17.52,2.68,48.61,26.34,10.28,11.05,10.28,78.0,36.0,63.0,177.0,12.0,10.0,2.0,14.0,3.0,45.0,30.0,66.0,102.0,8.0,16.0,46.0,15.0,3.0,16.0,73.0,23.0,18.0,2.21,2.67,6.17,2.0,5.0,5.0,177.0,114.0,114.0,2.0,2.0,2.57,2.57,10.49,10.49,9.99
NYI,2019,NYI,NYI,Team Level,5on4,22,0.92,0.88,0.85,7934.0,104.58,14.65,9.86,22.16,3.52,63.85,31.95,13.2,14.65,13.2,110.0,36.0,56.0,202.0,12.0,16.0,4.0,24.0,6.0,53.0,35.0,98.0,134.0,7.0,14.0,86.0,16.0,7.0,50.0,102.0,24.0,20.0,2.44,2.94,9.27,3.0,2.0,7.0,202.0,146.0,146.0,2.0,2.57,5.52,5.52,11.7,11.7,11.02,19.19,1.23,0.75,2.93,0.59,6.13,14.38,1.22,1.23,1.22,22.0,4.0,2.0,28.0,0.0,1.0,0.0,5.0,0.0,6.0,14.0,22.0,26.0,1.0,2.0,50.0,30.0,24.0,28.0,21.0,5.0,0.0,0.63,0.6,0.0,0.0,0.0,0.0,28.0,26.0,26.0,26.0,0.18,0.11,0.11,1.29,1.29,1.29
