team,season,name,team,position,situation,games_played,xGoalsPercentage,corsiPercentage,fenwickPercentage,iceTime,xOnGoalFor,xGoalsFor,xReboundsFor,xFreezeFor,xPlayStoppedFor,xPlayContinuedInZoneFor,xPlayContinuedOutsideZoneFor,flurryAdjustedxGoalsFor,scoreVenueAdjustedxGoalsFor,flurryScoreVenueAdjustedxGoalsFor,shotsOnGoalFor,missedShotsFor,blockedShotAttemptsFor,shotAttemptsFor,goalsFor,reboundsFor,reboundGoalsFor,freezeFor,playStoppedFor,playContinuedInZoneFor,playContinuedOutsideZoneFor,savedShotsOnGoalFor,savedUnblockedShotAttemptsFor,penaltiesFor,penalityMinutesFor,faceOffsWonFor,hitsFor,takeawaysFor,giveawaysFor,lowDangerShotsFor,mediumDangerShotsFor,highDangerShotsFor,lowDangerxGoalsFor,mediumDangerxGoalsFor,highDangerxGoalsFor,lowDangerGoalsFor,mediumDangerGoalsFor,highDangerGoalsFor,scoreAdjustedShotsAttemptsFor,unblockedShotAttemptsFor,scoreAdjustedUnblockedShotAttemptsFor,dZoneGiveawaysFor,xGoalsFromxReboundsOfShotsFor,xGoalsFromActualReboundsOfShotsFor,reboundxGoalsFor,totalShotCreditFor,scoreAdjustedTotalShotCreditFor,scoreFlurryAdjustedTotalShotCreditFor,xOnGoalAgainst,xGoalsAgainst,xReboundsAgainst,xFreezeAgainst,xPlayStoppedAgainst,xPlayContinuedInZoneAgainst,xPlayContinuedOutsideZoneAgainst,flurryAdjustedxGoalsAgainst,scoreVenueAdjustedxGoalsAgainst,flurryScoreVenueAdjustedxGoalsAgainst,shotsOnGoalAgainst,missedShotsAgainst,blockedShotAttemptsAgainst,shotAttemptsAgainst,goalsAgainst,reboundsAgainst,reboundGoalsAgainst,freezeAgainst,playStoppedAgainst,playContinuedInZoneAgainst,playContinuedOutsideZoneAgainst,savedShotsOnGoalAgainst,savedUnblockedShotAttemptsAgainst,penaltiesAgainst,penalityMinutesAgainst,faceOffsWonAgainst,hitsAgainst,takeawaysAgainst,giveawaysAgainst,lowDangerShotsAgainst,mediumDangerShotsAgainst,highDangerShotsAgainst,lowDangerxGoalsAgainst,mediumDangerxGoalsAgainst,highDangerxGoalsAgainst,lowDangerGoalsAgainst,mediumDangerGoalsAgainst,highDangerGoalsAgainst,scoreAdjustedShotsAttemptsAgainst,unblockedShotAttemptsAgainst,scoreAdjustedUnblockedShotAttemptsAgainst,dZoneGiveawaysAgainst,xGoalsFromxReboundsOfShotsAgainst,xGoalsFromActualReboundsOfShotsAgainst,reboundxGoalsAgainst,totalShotCreditAgainst,scoreAdjustedTotalShotCreditAgainst,scoreFlurryAdjustedTotalShotCreditAgainst
DAL,2015,DAL,DAL,Team Level,other,13,0.32,0.37,0.36,2094.0,15.08,3.08,0.99,2.42,0.54,8.41,5.56,2.9,3.08,2.9,14.0,7.0,12.0,33.0,2.0,0.0,0.0,2.0,1.0,8.0,8.0,12.0,19.0,1.0,2.0,20.0,0.0,5.0,3.0,11.0,6.0,4.0,0.27,0.75,2.06,0.0,0.0,2.0,33.0,21.0,21.0,2.0,0.31,0.0,0.0,3.39,3.39,3.2,26.22,6.65,2.0,4.57,0.87,15.11,8.79,6.44,6.65,6.44,25.0,13.0,19.0,57.0,6.0,2.0,1.0,3.0,2.0,16.0,9.0,19.0,32.0,1.0,2.0,29.0,5.0,7.0,5.0,21.0,10.0,7.0,0.99,1.3,4.36,1.0,1.0,4.0,57.0,38.0,38.0,1.0,0.56,0.53,0.53,6.68,6.68,6.5
DAL,2015,DAL,DAL,Team Level,all,13,0.5,0.53,0.52,47931.0,387.5,34.36,26.2,90.92,12.83,220.67,160.02,33.3,34.14,33.1,368.0,177.0,250.0,795.0,35.0,22.0,4.0,100.0,14.0,172.0,202.0,333.0,510.0,44.0,93.0,434.0,317.0,101.0,126.0,419.0,98.0,28.0,11.85,12.27,10.23,11.0,12.0,12.0,785.64,545.0,541.1,61.0,5.71,4.99,4.99,35.08,34.86,34.13,362.61,34.84,24.1,81.47,11.68,201.75,152.15,33.83,34.96,33.95,356.0,150.0,193.0,699.0,42.0,27.0,10.0,70.0,14.0,168.0,185.0,314.0,464.0,47.0,97.0,431.0,364.0,104.0,79.0,374.0,107.0,25.0,10.45,12.92,11.46,13.0,15.0,14.0,701.01,506.0,505.29,42.0,5.31,7.94,7.94,32.21,32.27,31.77
DAL,2015,DAL,DAL,Team Level,5on5,13,0.52,0.54,0.53,38922.0,319.42,23.32,21.21,77.92,10.6,184.16,134.79,22.71,23.1,22.5,301.0,151.0,202.0,654.0,28.0,18.0,3.0,88.0,11.0,142.0,165.0,273.0,424.0,39.0,83.0,351.0,304.0,89.0,100.0,362.0,76.0,14.0,9.99,9.5,3.83,11.0,12.0,5.0,644.64,452.0,448.1,54.0,4.37,3.76,3.76,23.93,23.72,23.34,289.57,21.41,18.12,68.55,9.33,161.25,124.34,21.02,21.54,21.14,283.0,120.0,155.0,558.0,27.0,17.0,4.0,60.0,10.0,134.0,155.0,256.0,376.0,41.0,85.0,337.0,339.0,89.0,67.0,310.0,82.0,11.0,8.29,10.02,3.1,11.0,12.0,4.0,560.01,403.0,402.29,37.0,3.74,3.54,3.54,21.62,21.69,21.44
DAL,2015,DAL,DAL,Team Level,4on5,13,0.05,0.13,0.11,3094.0,5.35,0.35,0.25,0.73,0.15,1.69,3.83,0.35,0.35,0.35,5.0,2.0,4.0,11.0,0.0,0.0,0.0,1.0,0.0,0.0,6.0,5.0,7.0,1.0,2.0,21.0,8.0,6.0,4.0,6.0,1.0,0.0,0.27,0.08,0.0,0.0,0.0,0.0,11.0,7.0,7.0,4.0,0.06,0.0,0.0,0.41,0.41,0.41,40.79,6.53,3.8,7.72,1.29,23.91,12.76,6.13,6.53,6.13,42.0,14.0,17.0,73.0,9.0,8.0,5.0,6.0,2.0,17.0,14.0,33.0,47.0,4.0,8.0,31.0,4.0,2.0,4.0,35.0,14.0,7.0,1.01,1.52,4.0,1.0,2.0,6.0,73.0,56.0,56.0,1.0,0.96,3.87,3.87,3.62,3.62,3.53
DAL,2015,DAL,DAL,Team Level,5on4,13,0.97,0.9,0.88,3821.0,47.66,7.6,3.75,9.86,1.54,26.41,15.83,7.35,7.6,7.35,48.0,17.0,32.0,97.0,5.0,4.0,1.0,9.0,2.0,22.0,23.0,43.0,60.0,3.0,6.0,42.0,5.0,1.0,19.0,40.0,15.0,10.0,1.31,1.94,4.35,0.0,0.0,5.0,97.0,65.0,65.0,1.0,0.97,1.23,1.23,7.34,7.34,7.18,6.03,0.25,0.18,0.64,0.2,1.48,6.26,0.25,0.25,0.25,6.0,3.0,2.0,11.0,0.0,0.0,0.0,1.0,0.0,1.0,7.0,6.0,9.0,1.0,2.0,34.0,16.0,6.0,3.0,8.0,1.0,0.0,0.16,0.09,0.0,0.0,0.0,0.0,11.0,9.0,9.0,3.0,0.04,0.0,0.0,0.29,0.29,0.29
CHI,2015,CHI,CHI,Team Level,other,7,0.91,0.69,0.76,811.0,13.41,2.61,0.95,3.15,0.86,7.31,4.12,2.48,2.61,2.48,14.0,5.0,3.0,22.0,3.0,0.0,0.0,3.0,2.0,8.0,3.0,11.0,16.0,0.0,0.0,15.0,3.0,2.0,0.0,12.0,3.0,4.0,0.39,0.37,1.86,0.0,0.0,3.0,22.0,19.0,19.0,0.0,0.27,0.0,0.13,2.76,2.76,2.63,4.55,0.27,0.31,1.11,0.37,2.23,1.71,0.26,0.27,0.26,4.0,2.0,4.0,10.0,1.0,0.0,0.0,2.0,0.0,1.0,2.0,3.0,5.0,0.0,0.0,10.0,4.0,2.0,3.0,5.0,1.0,0.0,0.14,0.13,0.0,1.0,0.0,0.0,10.0,6.0,6.0,3.0,0.08,0.0,0.0,0.35,0.35,0.34
CHI,2015,CHI,CHI,Team Level,all,7,0.52,0.53,0.54,27131.0,245.27,20.57,17.03,54.84,7.91,134.92,99.72,19.89,20.72,20.02,256.0,79.0,111.0,446.0,20.0,12.0,3.0,76.0,13.0,96.0,118.0,236.0,315.0,25.0,52.0,245.0,206.0,47.0,56.0,263.0,56.0,16.0,8.0,6.59,5.99,6.0,5.0,9.0,445.75,335.0,335.43,49.0,3.77,2.27,2.4,21.94,22.05,21.64,206.31,19.13,14.72,45.3,6.72,116.86,84.27,18.17,18.94,17.99,205.0,82.0,109.0,396.0,19.0,13.0,3.0,38.0,13.0,92.0,112.0,186.0,268.0,27.0,54.0,252.0,283.0,58.0,47.0,211.0,59.0,17.0,6.26,6.87,5.99,8.0,4.0,7.0,392.47,287.0,284.74,36.0,3.22,2.72,2.72,19.63,19.49,18.77
CHI,2015,CHI,CHI,Team Level,5on5,7,0.51,0.53,0.53,22850.0,199.5,14.01,12.94,45.76,6.09,110.4,83.81,13.66,14.15,13.79,207.0,66.0,91.0,364.0,10.0,7.0,1.0,67.0,11.0,78.0,100.0,197.0,263.0,23.0,48.0,197.0,193.0,44.0,50.0,218.0,49.0,6.0,6.7,5.8,1.5,4.0,5.0,1.0,363.75,273.0,273.43,44.0,2.67,1.31,1.31,15.37,15.48,15.25,171.34,13.7,11.74,38.7,5.41,96.84,71.6,13.13,13.52,12.95,174.0,64.0,87.0,325.0,13.0,13.0,3.0,33.0,11.0,71.0,97.0,161.0,225.0,24.0,48.0,207.0,259.0,50.0,39.0,179.0,49.0,10.0,5.23,5.76,2.71,7.0,3.0,3.0,321.47,238.0,235.73,31.0,2.44,2.72,2.72,13.42,13.29,12.99
CHI,2015,CHI,CHI,Team Level,4on5,7,0.03,0.13,0.13,1585.0,4.5,0.17,0.15,0.66,0.12,1.33,3.56,0.17,0.17,0.17,6.0,0.0,3.0,9.0,1.0,0.0,0.0,3.0,0.0,0.0,2.0,5.0,5.0,0.0,0.0,12.0,6.0,0.0,5.0,6.0,0.0,0.0,0.17,0.0,0.0,1.0,0.0,0.0,9.0,6.0,6.0,5.0,0.04,0.0,0.0,0.2,0.2,0.2,28.6,5.04,2.58,5.26,0.88,17.24,9.01,4.66,5.04,4.66,25.0,15.0,18.0,58.0,5.0,0.0,0.0,3.0,2.0,19.0,11.0,20.0,35.0,0.0,0.0,26.0,5.0,3.0,3.0,24.0,9.0,7.0,0.77,0.98,3.28,0.0,1.0,4.0,58.0,40.0,40.0,0.0,0.68,0.0,0.0,5.72,5.72,5.31
CHI,2015,CHI,CHI,Team Level,5on4,7,0.97,0.94,0.93,1885.0,27.87,3.79,2.99,5.27,0.85,15.89,8.23,3.58,3.79,3.58,29.0,8.0,14.0,51.0,6.0,5.0,2.0,3.0,0.0,10.0,13.0,23.0,31.0,2.0,4.0,21.0,4.0,1.0,1.0,27.0,4.0,6.0,0.74,0.42,2.62,1.0,0.0,5.0,51.0,37.0,37.0,0.0,0.78,0.95,0.95,3.62,3.62,3.56,1.82,0.12,0.09,0.23,0.06,0.55,1.95,0.12,0.12,0.12,2.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,3.0,3.0,6.0,9.0,15.0,3.0,2.0,3.0,0.0,0.0,0.12,0.0,0.0,0.0,0.0,0.0,3.0,3.0,3.0,2.0,0.02,0.0,0.0,0.14,0.14,0.14
FLA,2015,FLA,FLA,Team Level,other,6,0.44,0.41,0.42,638.0,5.39,1.15,0.37,0.98,0.22,2.98,2.31,1.14,1.15,1.14,4.0,4.0,1.0,9.0,1.0,0.0,0.0,1.0,1.0,0.0,5.0,3.0,7.0,1.0,2.0,8.0,3.0,3.0,2.0,5.0,0.0,3.0,0.21,0.0,0.93,0.0,0.0,1.0,9.0,8.0,8.0,0.0,0.09,0.0,0.0,1.24,1.24,1.22,8.47,1.49,0.72,1.52,0.29,4.85,2.13,1.41,1.49,1.41,9.0,2.0,2.0,13.0,3.0,1.0,1.0,3.0,0.0,1.0,3.0,6.0,8.0,0.0,0.0,8.0,3.0,1.0,1.0,6.0,3.0,2.0,0.22,0.43,0.84,1.0,0.0,2.0,13.0,11.0,11.0,0.0,0.21,0.38,0.38,1.32,1.32,1.3
FLA,2015,FLA,FLA,Team Level,all,6,0.52,0.53,0.52,26352.0,235.3,19.27,15.22,54.8,7.83,134.17,100.72,18.75,19.54,19.01,235.0,97.0,110.0,442.0,14.0,10.0,3.0,72.0,9.0,101.0,126.0,221.0,318.0,25.0,50.0,219.0,208.0,68.0,85.0,261.0,56.0,15.0,8.35,6.35,4.56,4.0,6.0,4.0,448.53,332.0,337.54,51.0,3.24,2.34,2.55,19.96,20.21,19.86,221.2,17.72,14.68,51.65,7.66,123.99,94.29,17.21,17.54,17.02,227.0,83.0,82.0,392.0,15.0,18.0,4.0,71.0,2.0,83.0,121.0,212.0,295.0,21.0,40.0,231.0,258.0,57.0,106.0,242.0,55.0,13.0,6.89,6.35,4.48,3.0,4.0,8.0,383.65,310.0,303.98,66.0,3.19,3.68,3.68,17.23,16.95,16.72
FLA,2015,FLA,FLA,Team Level,5on5,6,0.56,0.55,0.54,22325.0,207.78,16.49,13.28,48.89,6.8,117.59,88.94,16.04,16.77,16.3,207.0,85.0,98.0,390.0,11.0,10.0,3.0,66.0,7.0,89.0,109.0,196.0,281.0,21.0,42.0,187.0,195.0,55.0,75.0,230.0,51.0,11.0,7.61,5.74,3.14,4.0,5.0,2.0,396.53,292.0,297.54,46.0,2.74,2.34,2.55,16.68,16.93,16.65,180.98,13.13,11.44,43.7,6.28,100.15,78.3,12.73,12.95,12.54,185.0,68.0,70.0,323.0,8.0,15.0,3.0,60.0,2.0,72.0,96.0,177.0,245.0,20.0,38.0,183.0,248.0,49.0,95.0,202.0,43.0,8.0,5.97,4.93,2.23,1.0,3.0,4.0,314.65,253.0,246.98,59.0,2.34,2.9,2.9,12.57,12.29,12.1
FLA,2015,FLA,FLA,Team Level,4on5,6,0.06,0.09,0.09,1881.0,2.94,0.18,0.13,0.54,0.09,0.94,2.12,0.18,0.18,0.18,4.0,0.0,1.0,5.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,4.0,4.0,2.0,4.0,13.0,5.0,9.0,7.0,3.0,1.0,0.0,0.09,0.09,0.0,0.0,0.0,0.0,5.0,4.0,4.0,5.0,0.03,0.0,0.0,0.21,0.21,0.21,28.1,2.59,2.36,5.89,0.98,18.04,10.13,2.57,2.59,2.57,27.0,13.0,9.0,49.0,4.0,1.0,0.0,7.0,0.0,9.0,19.0,23.0,36.0,1.0,2.0,22.0,4.0,0.0,4.0,29.0,9.0,2.0,0.58,0.99,1.02,1.0,1.0,2.0,49.0,40.0,40.0,1.0,0.6,0.01,0.01,3.18,3.18,3.15
FLA,2015,FLA,FLA,Team Level,5on4,6,0.74,0.84,0.82,1508.0,19.2,1.45,1.44,4.39,0.72,12.65,7.35,1.4,1.45,1.4,20.0,8.0,10.0,38.0,2.0,0.0,0.0,4.0,1.0,12.0,9.0,18.0,26.0,1.0,2.0,11.0,5.0,1.0,1.0,23.0,4.0,1.0,0.44,0.52,0.49,0.0,1.0,1.0,38.0,28.0,28.0,0.0,0.38,0.0,0.0,1.83,1.83,1.78,3.65,0.51,0.16,0.55,0.11,0.94,3.73,0.5,0.51,0.5,6.0,0.0,1.0,7.0,0.0,1.0,0.0,1.0,0.0,1.0,3.0,6.0,6.0,0.0,0.0,18.0,3.0,7.0,6.0,5.0,0.0,1.0,0.13,0.0,0.39,0.0,0.0,0.0,7.0,6.0,6.0,6.0,0.04,0.39,0.39,0.16,0.16,0.16
NSH,2015,NSH,NSH,Team Level,other,14,0.43,0.41,0.4,2020.0,20.78,4.57,1.34,3.71,0.69,9.53,8.17,3.81,4.57,3.81,14.0,14.0,9.0,37.0,5.0,2.0,1.0,1.0,1.0,5.0,14.0,9.0,23.0,1.0,2.0,22.0,8.0,4.0,4.0,16.0,4.0,8.0,0.54,0.49,3.53,1.0,1.0,3.0,37.0,28.0,28.0,1.0,0.4,0.93,0.93,4.03,4.03,3.72,29.95,5.99,1.85,5.8,0.99,15.26,12.12,5.85,5.99,5.85,32.0,10.0,11.0,53.0,6.0,2.0,1.0,9.0,0.0,10.0,15.0,26.0,36.0,1.0,2.0,24.0,3.0,6.0,6.0,29.0,8.0,5.0,1.05,0.96,3.97,0.0,1.0,5.0,53.0,42.0,42.0,2.0,0.48,0.58,0.58,5.89,5.89,5.84
