team,season,name,team,position,situation,games_played,xGoalsPercentage,corsiPercentage,fenwickPercentage,iceTime,xOnGoalFor,xGoalsFor,xReboundsFor,xFreezeFor,xPlayStoppedFor,xPlayContinuedInZoneFor,xPlayContinuedOutsideZoneFor,flurryAdjustedxGoalsFor,scoreVenueAdjustedxGoalsFor,flurryScoreVenueAdjustedxGoalsFor,shotsOnGoalFor,missedShotsFor,blockedShotAttemptsFor,shotAttemptsFor,goalsFor,reboundsFor,reboundGoalsFor,freezeFor,playStoppedFor,playContinuedInZoneFor,playContinuedOutsideZoneFor,savedShotsOnGoalFor,savedUnblockedShotAttemptsFor,penaltiesFor,penalityMinutesFor,faceOffsWonFor,hitsFor,takeawaysFor,giveawaysFor,lowDangerShotsFor,mediumDangerShotsFor,highDangerShotsFor,lowDangerxGoalsFor,mediumDangerxGoalsFor,highDangerxGoalsFor,lowDangerGoalsFor,mediumDangerGoalsFor,highDangerGoalsFor,scoreAdjustedShotsAttemptsFor,unblockedShotAttemptsFor,scoreAdjustedUnblockedShotAttemptsFor,dZoneGiveawaysFor,xGoalsFromxReboundsOfShotsFor,xGoalsFromActualReboundsOfShotsFor,reboundxGoalsFor,totalShotCreditFor,scoreAdjustedTotalShotCreditFor,scoreFlurryAdjustedTotalShotCreditFor,xOnGoalAgainst,xGoalsAgainst,xReboundsAgainst,xFreezeAgainst,xPlayStoppedAgainst,xPlayContinuedInZoneAgainst,xPlayContinuedOutsideZoneAgainst,flurryAdjustedxGoalsAgainst,scoreVenueAdjustedxGoalsAgainst,flurryScoreVenueAdjustedxGoalsAgainst,shotsOnGoalAgainst,missedShotsAgainst,blockedShotAttemptsAgainst,shotAttemptsAgainst,goalsAgainst,reboundsAgainst,reboundGoalsAgainst,freezeAgainst,playStoppedAgainst,playContinuedInZoneAgainst,playContinuedOutsideZoneAgainst,savedShotsOnGoalAgainst,savedUnblockedShotAttemptsAgainst,penaltiesAgainst,penalityMinutesAgainst,faceOffsWonAgainst,hitsAgainst,takeawaysAgainst,giveawaysAgainst,lowDangerShotsAgainst,mediumDangerShotsAgainst,highDangerShotsAgainst,lowDangerxGoalsAgainst,mediumDangerxGoalsAgainst,highDangerxGoalsAgainst,lowDangerGoalsAgainst,mediumDangerGoalsAgainst,highDangerGoalsAgainst,scoreAdjustedShotsAttemptsAgainst,unblockedShotAttemptsAgainst,scoreAdjustedUnblockedShotAttemptsAgainst,dZoneGiveawaysAgainst,xGoalsFromxReboundsOfShotsAgainst,xGoalsFromActualReboundsOfShotsAgainst,reboundxGoalsAgainst,totalShotCreditAgainst,scoreAdjustedTotalShotCreditAgainst,scoreFlurryAdjustedTotalShotCreditAgainst
NJD,2017,NJD,NJD,Team Level,other,5,0.59,0.69,0.69,754.0,16.05,3.61,1.28,3.05,0.54,9.53,3.99,3.12,3.61,3.12,18.0,4.0,5.0,27.0,5.0,3.0,0.0,4.0,2.0,8.0,0.0,13.0,17.0,0.0,0.0,10.0,4.0,1.0,1.0,12.0,4.0,6.0,0.53,0.49,2.59,2.0,0.0,3.0,27.0,22.0,22.0,1.0,0.38,1.24,1.24,2.75,2.75,2.67,6.81,2.52,0.37,1.05,0.2,2.93,2.93,2.32,2.52,2.32,8.0,2.0,2.0,12.0,4.0,1.0,0.0,2.0,0.0,2.0,1.0,4.0,6.0,0.0,0.0,7.0,5.0,0.0,1.0,5.0,1.0,4.0,0.18,0.08,2.26,1.0,0.0,3.0,12.0,10.0,10.0,1.0,0.1,0.46,0.46,2.16,2.16,2.1
NJD,2017,NJD,NJD,Team Level,all,5,0.45,0.48,0.48,18000.0,157.14,14.16,10.32,36.7,5.04,89.53,64.25,13.37,14.02,13.24,171.0,49.0,56.0,276.0,12.0,12.0,0.0,22.0,19.0,74.0,81.0,159.0,208.0,23.0,46.0,150.0,152.0,35.0,40.0,171.0,33.0,16.0,4.69,3.87,5.6,5.0,2.0,5.0,267.59,220.0,215.16,20.0,2.35,3.07,3.07,13.45,13.32,13.08,172.33,17.27,11.99,39.79,5.49,95.78,69.69,16.5,17.57,16.79,169.0,71.0,54.0,294.0,18.0,16.0,2.0,37.0,9.0,80.0,80.0,151.0,222.0,23.0,46.0,165.0,151.0,39.0,30.0,179.0,41.0,20.0,5.32,4.86,7.09,6.0,4.0,8.0,306.15,240.0,247.66,20.0,2.7,3.25,3.25,16.71,16.97,16.57
NJD,2017,NJD,NJD,Team Level,5on5,5,0.43,0.46,0.46,13497.0,106.89,7.46,6.39,26.6,3.43,59.61,46.51,7.29,7.32,7.16,115.0,35.0,38.0,188.0,6.0,7.0,0.0,16.0,14.0,47.0,60.0,109.0,144.0,23.0,46.0,109.0,135.0,23.0,31.0,125.0,17.0,8.0,3.42,1.92,2.12,3.0,2.0,1.0,179.59,150.0,145.16,17.0,1.31,1.4,1.4,7.37,7.24,7.18,125.22,9.94,8.07,30.59,4.0,69.37,52.02,9.55,10.24,9.84,120.0,54.0,43.0,217.0,9.0,10.0,0.0,30.0,5.0,54.0,66.0,111.0,165.0,21.0,42.0,116.0,140.0,32.0,26.0,133.0,32.0,9.0,3.93,3.81,2.2,5.0,3.0,1.0,229.15,174.0,181.66,17.0,1.67,1.99,1.99,9.62,9.87,9.69
NJD,2017,NJD,NJD,Team Level,4on5,5,0.08,0.09,0.1,1907.0,3.97,0.37,0.22,0.57,0.12,1.22,3.5,0.37,0.37,0.37,6.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,1.0,1.0,4.0,6.0,6.0,0.0,0.0,14.0,8.0,9.0,4.0,5.0,1.0,0.0,0.22,0.15,0.0,0.0,0.0,0.0,6.0,6.0,6.0,2.0,0.05,0.0,0.0,0.42,0.42,0.42,37.87,4.49,3.36,7.96,1.22,23.0,11.97,4.33,4.49,4.33,37.0,15.0,9.0,61.0,5.0,5.0,2.0,5.0,4.0,21.0,12.0,32.0,47.0,1.0,2.0,28.0,4.0,1.0,1.0,39.0,7.0,6.0,1.2,0.87,2.42,0.0,1.0,4.0,61.0,52.0,52.0,0.0,0.88,0.79,0.79,4.57,4.57,4.44
NJD,2017,NJD,NJD,Team Level,5on4,5,0.89,0.93,0.91,1842.0,30.23,2.72,2.43,6.48,0.95,19.17,10.25,2.6,2.72,2.6,32.0,10.0,13.0,55.0,1.0,2.0,0.0,2.0,2.0,18.0,17.0,31.0,41.0,0.0,0.0,17.0,5.0,2.0,4.0,29.0,11.0,2.0,0.53,1.31,0.89,0.0,0.0,1.0,55.0,42.0,42.0,0.0,0.61,0.43,0.43,2.9,2.9,2.81,2.43,0.32,0.19,0.19,0.06,0.48,2.76,0.3,0.32,0.3,4.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,4.0,4.0,1.0,2.0,14.0,2.0,6.0,2.0,2.0,1.0,1.0,0.0,0.1,0.22,0.0,0.0,0.0,4.0,4.0,4.0,2.0,0.04,0.0,0.0,0.37,0.37,0.34
WSH,2017,WSH,WSH,Team Level,other,24,0.66,0.56,0.6,4059.0,43.17,11.09,2.73,7.27,1.33,22.96,16.62,10.99,11.09,10.99,47.0,15.0,18.0,80.0,13.0,0.0,0.0,10.0,1.0,17.0,21.0,34.0,49.0,4.0,14.0,39.0,24.0,11.0,6.0,32.0,17.0,13.0,1.27,1.93,7.9,3.0,2.0,8.0,80.0,62.0,62.0,3.0,0.77,0.0,0.0,11.86,11.86,11.73,30.44,5.61,2.02,5.67,0.91,16.2,11.6,5.58,5.61,5.58,22.0,20.0,21.0,63.0,5.0,0.0,0.0,2.0,0.0,21.0,14.0,17.0,37.0,3.0,12.0,41.0,17.0,6.0,3.0,26.0,8.0,8.0,0.86,0.86,3.88,1.0,1.0,3.0,63.0,42.0,42.0,1.0,0.57,0.0,0.0,6.18,6.18,6.14
WSH,2017,WSH,WSH,Team Level,all,24,0.53,0.5,0.51,90284.0,766.89,71.9,51.93,173.26,24.73,423.74,330.44,70.01,73.15,71.23,762.0,314.0,378.0,1454.0,86.0,49.0,10.0,174.0,29.0,340.0,398.0,676.0,990.0,94.0,197.0,734.0,781.0,191.0,225.0,812.0,204.0,60.0,24.23,24.28,23.39,34.0,25.0,27.0,1482.41,1076.0,1095.19,130.0,11.39,9.91,10.32,72.97,74.05,72.91,732.9,64.1,51.11,169.77,23.89,415.45,311.68,61.96,63.39,61.26,691.0,345.0,418.0,1454.0,61.0,58.0,6.0,151.0,23.0,369.0,374.0,630.0,975.0,90.0,195.0,760.0,734.0,232.0,217.0,774.0,210.0,52.0,20.31,25.58,18.21,18.0,21.0,22.0,1424.65,1036.0,1019.57,128.0,11.22,10.52,10.52,64.81,64.05,62.72
WSH,2017,WSH,WSH,Team Level,5on5,24,0.51,0.49,0.5,72738.0,597.57,46.53,38.36,140.41,19.22,325.85,262.62,45.31,47.79,46.52,581.0,252.0,294.0,1127.0,52.0,37.0,7.0,139.0,25.0,253.0,327.0,529.0,781.0,82.0,167.0,556.0,716.0,155.0,189.0,644.0,155.0,34.0,19.03,18.64,8.86,26.0,17.0,9.0,1155.41,833.0,852.19,110.0,7.9,6.59,7.01,47.43,48.51,47.87,584.3,45.07,39.12,141.8,19.09,331.54,251.38,44.0,44.36,43.3,549.0,279.0,353.0,1181.0,38.0,42.0,3.0,131.0,21.0,297.0,299.0,511.0,790.0,75.0,159.0,601.0,683.0,202.0,187.0,628.0,169.0,31.0,16.53,20.37,8.17,14.0,14.0,10.0,1151.65,828.0,811.57,115.0,8.06,7.57,7.57,45.57,44.81,44.22
WSH,2017,WSH,WSH,Team Level,4on5,24,0.09,0.13,0.14,6859.0,14.28,1.24,0.64,1.83,0.47,4.06,14.77,1.22,1.24,1.22,18.0,5.0,5.0,28.0,1.0,1.0,0.0,2.0,0.0,8.0,11.0,17.0,22.0,4.0,8.0,78.0,25.0,11.0,13.0,16.0,6.0,1.0,0.27,0.75,0.23,0.0,1.0,0.0,28.0,23.0,23.0,11.0,0.15,0.14,0.14,1.25,1.25,1.24,103.74,12.62,9.36,20.81,3.47,63.97,32.77,11.61,12.62,11.61,104.0,39.0,44.0,187.0,17.0,15.0,3.0,17.0,2.0,49.0,43.0,87.0,126.0,8.0,16.0,59.0,10.0,10.0,16.0,99.0,31.0,13.0,2.45,4.01,6.16,2.0,6.0,9.0,187.0,143.0,143.0,2.0,2.45,2.76,2.76,12.31,12.31,11.61
WSH,2017,WSH,WSH,Team Level,5on4,24,0.94,0.91,0.87,6628.0,111.87,13.03,10.2,23.76,3.7,70.87,36.44,12.49,13.03,12.49,116.0,42.0,61.0,219.0,20.0,11.0,3.0,23.0,3.0,62.0,39.0,96.0,138.0,4.0,8.0,61.0,16.0,14.0,17.0,120.0,26.0,12.0,3.67,2.96,6.41,5.0,5.0,10.0,219.0,158.0,158.0,6.0,2.57,3.17,3.17,12.43,12.43,12.07,14.42,0.8,0.62,1.49,0.42,3.73,15.94,0.77,0.8,0.77,16.0,7.0,0.0,23.0,1.0,1.0,0.0,1.0,0.0,2.0,18.0,15.0,22.0,4.0,8.0,59.0,24.0,14.0,11.0,21.0,2.0,0.0,0.47,0.33,0.0,1.0,0.0,0.0,23.0,23.0,23.0,10.0,0.14,0.19,0.19,0.75,0.75,0.75
SJS,2017,SJS,SJS,Team Level,other,10,0.37,0.49,0.56,2551.0,17.02,2.26,1.33,3.35,0.67,9.62,6.77,2.2,2.26,2.2,21.0,3.0,6.0,30.0,3.0,1.0,0.0,4.0,0.0,6.0,10.0,18.0,21.0,0.0,0.0,21.0,12.0,5.0,0.0,13.0,9.0,2.0,0.37,1.06,0.83,1.0,1.0,1.0,30.0,24.0,24.0,0.0,0.41,0.09,0.09,2.58,2.58,2.51,13.7,3.88,0.91,2.51,0.41,7.12,4.16,3.85,3.88,3.85,12.0,7.0,12.0,31.0,4.0,2.0,1.0,3.0,0.0,6.0,4.0,8.0,15.0,1.0,2.0,9.0,7.0,3.0,5.0,10.0,5.0,4.0,0.36,0.72,2.8,0.0,2.0,2.0,31.0,19.0,19.0,2.0,0.25,0.59,0.59,3.54,3.54,3.53
SJS,2017,SJS,SJS,Team Level,all,10,0.51,0.5,0.5,38010.0,342.57,29.82,26.17,81.54,11.93,193.59,138.95,28.67,29.98,28.82,343.0,139.0,192.0,674.0,30.0,38.0,6.0,68.0,14.0,158.0,174.0,313.0,452.0,47.0,97.0,349.0,310.0,79.0,93.0,358.0,93.0,31.0,9.11,11.1,9.61,6.0,12.0,12.0,679.7,482.0,486.16,50.0,6.1,5.51,5.51,30.41,30.56,29.79,341.9,28.91,23.1,77.17,11.07,188.39,149.37,28.14,28.93,28.16,334.0,144.0,196.0,674.0,26.0,17.0,2.0,80.0,7.0,172.0,176.0,308.0,452.0,55.0,110.0,315.0,399.0,87.0,89.0,365.0,87.0,26.0,9.25,10.58,9.08,10.0,7.0,9.0,671.79,478.0,476.73,44.0,5.1,3.5,3.5,30.51,30.51,30.1
SJS,2017,SJS,SJS,Team Level,5on5,10,0.49,0.48,0.48,27530.0,231.64,17.88,15.91,57.21,7.67,128.89,95.44,17.25,18.04,17.4,226.0,97.0,136.0,459.0,17.0,22.0,4.0,45.0,7.0,105.0,127.0,209.0,306.0,41.0,85.0,229.0,278.0,63.0,70.0,246.0,64.0,13.0,6.67,7.63,3.58,5.0,8.0,4.0,464.7,323.0,327.16,41.0,3.28,3.97,3.97,17.2,17.35,17.08,251.93,18.49,16.19,60.04,8.18,137.57,108.53,18.06,18.52,18.07,240.0,109.0,153.0,502.0,15.0,9.0,0.0,61.0,7.0,126.0,131.0,225.0,334.0,48.0,96.0,239.0,365.0,74.0,68.0,272.0,64.0,13.0,7.42,7.8,3.28,10.0,2.0,3.0,499.79,349.0,347.73,37.0,3.35,1.66,1.73,20.11,20.1,19.79
SJS,2017,SJS,SJS,Team Level,4on5,10,0.09,0.13,0.16,3876.0,10.01,0.52,0.4,1.24,0.28,2.79,10.77,0.52,0.52,0.52,15.0,1.0,1.0,17.0,0.0,0.0,0.0,2.0,0.0,3.0,11.0,15.0,16.0,3.0,6.0,43.0,16.0,9.0,6.0,13.0,3.0,0.0,0.23,0.3,0.0,0.0,0.0,0.0,17.0,16.0,16.0,6.0,0.1,0.0,0.0,0.62,0.62,0.62,58.81,5.25,5.33,12.65,2.0,38.74,22.02,4.98,5.25,4.98,62.0,24.0,29.0,115.0,7.0,5.0,1.0,15.0,0.0,36.0,23.0,55.0,79.0,3.0,6.0,35.0,13.0,5.0,11.0,64.0,14.0,8.0,1.08,1.58,2.6,0.0,3.0,4.0,115.0,86.0,86.0,1.0,1.35,1.17,1.17,5.43,5.43,5.36
SJS,2017,SJS,SJS,Team Level,5on4,10,0.88,0.87,0.83,4053.0,83.89,9.16,8.53,19.75,3.3,52.28,25.98,8.71,9.16,8.71,81.0,38.0,49.0,168.0,10.0,15.0,2.0,17.0,7.0,44.0,26.0,71.0,109.0,3.0,6.0,56.0,4.0,2.0,17.0,86.0,17.0,16.0,1.85,2.1,5.21,0.0,3.0,7.0,168.0,119.0,119.0,3.0,2.31,1.46,1.46,10.01,10.01,9.58,17.46,1.28,0.67,1.96,0.48,4.95,14.66,1.26,1.28,1.26,20.0,4.0,2.0,26.0,0.0,1.0,0.0,1.0,0.0,4.0,18.0,20.0,24.0,3.0,6.0,32.0,14.0,5.0,5.0,19.0,4.0,1.0,0.39,0.48,0.4,0.0,0.0,0.0,26.0,24.0,24.0,4.0,0.16,0.07,0.0,1.44,1.44,1.42
PHI,2017,PHI,PHI,Team Level,other,6,0.48,0.4,0.37,1344.0,10.57,2.87,0.74,2.25,0.43,5.18,3.54,2.74,2.87,2.74,10.0,5.0,6.0,21.0,3.0,2.0,1.0,1.0,1.0,4.0,4.0,7.0,12.0,3.0,6.0,14.0,13.0,0.0,3.0,7.0,4.0,4.0,0.34,0.51,2.03,0.0,0.0,3.0,21.0,15.0,15.0,2.0,0.2,0.58,0.58,2.48,2.48,2.44,19.75,3.16,1.27,4.19,0.6,9.67,7.1,3.13,3.16,3.13,20.0,6.0,5.0,31.0,3.0,3.0,0.0,8.0,1.0,5.0,6.0,17.0,23.0,2.0,4.0,16.0,7.0,2.0,4.0,14.0,8.0,4.0,0.54,0.89,1.74,1.0,0.0,2.0,31.0,26.0,26.0,2.0,0.34,0.65,0.65,2.85,2.85,2.83
