team,season,name,team,position,situation,games_played,xGoalsPercentage,corsiPercentage,fenwickPercentage,iceTime,xOnGoalFor,xGoalsFor,xReboundsFor,xFreezeFor,xPlayStoppedFor,xPlayContinuedInZoneFor,xPlayContinuedOutsideZoneFor,flurryAdjustedxGoalsFor,scoreVenueAdjustedxGoalsFor,flurryScoreVenueAdjustedxGoalsFor,shotsOnGoalFor,missedShotsFor,blockedShotAttemptsFor,shotAttemptsFor,goalsFor,reboundsFor,reboundGoalsFor,freezeFor,playStoppedFor,playContinuedInZoneFor,playContinuedOutsideZoneFor,savedShotsOnGoalFor,savedUnblockedShotAttemptsFor,penaltiesFor,penalityMinutesFor,faceOffsWonFor,hitsFor,takeawaysFor,giveawaysFor,lowDangerShotsFor,mediumDangerShotsFor,highDangerShotsFor,lowDangerxGoalsFor,mediumDangerxGoalsFor,highDangerxGoalsFor,lowDangerGoalsFor,mediumDangerGoalsFor,highDangerGoalsFor,scoreAdjustedShotsAttemptsFor,unblockedShotAttemptsFor,scoreAdjustedUnblockedShotAttemptsFor,dZoneGiveawaysFor,xGoalsFromxReboundsOfShotsFor,xGoalsFromActualReboundsOfShotsFor,reboundxGoalsFor,totalShotCreditFor,scoreAdjustedTotalShotCreditFor,scoreFlurryAdjustedTotalShotCreditFor,xOnGoalAgainst,xGoalsAgainst,xReboundsAgainst,xFreezeAgainst,xPlayStoppedAgainst,xPlayContinuedInZoneAgainst,xPlayContinuedOutsideZoneAgainst,flurryAdjustedxGoalsAgainst,scoreVenueAdjustedxGoalsAgainst,flurryScoreVenueAdjustedxGoalsAgainst,shotsOnGoalAgainst,missedShotsAgainst,blockedShotAttemptsAgainst,shotAttemptsAgainst,goalsAgainst,reboundsAgainst,reboundGoalsAgainst,freezeAgainst,playStoppedAgainst,playContinuedInZoneAgainst,playContinuedOutsideZoneAgainst,savedShotsOnGoalAgainst,savedUnblockedShotAttemptsAgainst,penaltiesAgainst,penalityMinutesAgainst,faceOffsWonAgainst,hitsAgainst,takeawaysAgainst,giveawaysAgainst,lowDangerShotsAgainst,mediumDangerShotsAgainst,highDangerShotsAgainst,lowDangerxGoalsAgainst,mediumDangerxGoalsAgainst,highDangerxGoalsAgainst,lowDangerGoalsAgainst,mediumDangerGoalsAgainst,highDangerGoalsAgainst,scoreAdjustedShotsAttemptsAgainst,unblockedShotAttemptsAgainst,scoreAdjustedUnblockedShotAttemptsAgainst,dZoneGiveawaysAgainst,xGoalsFromxReboundsOfShotsAgainst,xGoalsFromActualReboundsOfShotsAgainst,reboundxGoalsAgainst,totalShotCreditAgainst,scoreAdjustedTotalShotCreditAgainst,scoreFlurryAdjustedTotalShotCreditAgainst
NYI,2012,NYI,NYI,Team Level,other,6,0.15,0.46,0.44,594.0,5.74,0.32,0.29,1.25,0.17,2.98,3.0,0.31,0.32,0.31,5.0,3.0,4.0,12.0,0.0,0.0,0.0,1.0,0.0,2.0,5.0,5.0,8.0,0.0,0.0,5.0,4.0,1.0,1.0,8.0,0.0,0.0,0.32,0.0,0.0,0.0,0.0,0.0,12.0,8.0,8.0,0.0,0.07,0.0,0.0,0.39,0.39,0.38,6.72,1.77,0.51,1.14,0.3,4.17,2.1,1.59,1.77,1.59,4.0,6.0,4.0,14.0,1.0,0.0,0.0,0.0,1.0,5.0,3.0,3.0,9.0,0.0,0.0,7.0,3.0,1.0,1.0,2.0,6.0,2.0,0.04,0.81,0.92,0.0,0.0,1.0,14.0,10.0,10.0,1.0,0.17,0.0,0.0,1.94,1.94,1.73
NYI,2012,NYI,NYI,Team Level,all,6,0.48,0.54,0.53,22593.0,200.33,15.92,14.59,44.13,6.26,115.19,84.9,15.39,15.71,15.18,197.0,84.0,107.0,388.0,17.0,11.0,4.0,42.0,10.0,84.0,117.0,180.0,264.0,27.0,62.0,181.0,198.0,58.0,37.0,220.0,48.0,13.0,6.05,5.92,3.95,8.0,5.0,4.0,378.11,281.0,277.33,14.0,3.17,3.01,3.01,16.08,15.85,15.55,178.12,17.44,12.21,39.27,5.75,99.41,71.91,16.65,17.7,16.91,167.0,79.0,88.0,334.0,25.0,13.0,4.0,34.0,8.0,73.0,93.0,142.0,221.0,27.0,60.0,186.0,179.0,38.0,51.0,176.0,53.0,17.0,5.09,6.8,5.55,10.0,6.0,9.0,343.15,246.0,251.16,25.0,2.71,3.24,3.24,16.92,17.17,16.69
NYI,2012,NYI,NYI,Team Level,5on5,6,0.53,0.54,0.54,18011.0,160.76,12.88,11.01,36.52,5.08,90.01,68.51,12.5,12.66,12.29,158.0,66.0,88.0,312.0,14.0,10.0,4.0,33.0,9.0,64.0,94.0,144.0,210.0,21.0,50.0,142.0,182.0,51.0,30.0,174.0,39.0,11.0,5.03,4.78,3.07,6.0,5.0,3.0,302.11,224.0,220.33,11.0,2.27,2.7,2.7,12.45,12.22,12.01,141.08,11.58,9.32,32.22,4.47,77.66,58.75,11.12,11.85,11.38,132.0,62.0,67.0,261.0,18.0,11.0,4.0,29.0,6.0,55.0,75.0,114.0,176.0,23.0,52.0,138.0,166.0,34.0,45.0,149.0,35.0,10.0,4.21,4.63,2.74,8.0,5.0,5.0,270.15,194.0,199.16,22.0,1.94,2.69,2.69,10.83,11.08,10.95
NYI,2012,NYI,NYI,Team Level,4on5,6,0.02,0.1,0.1,1789.0,2.48,0.06,0.1,0.35,0.07,0.71,2.71,0.06,0.06,0.06,3.0,1.0,2.0,6.0,1.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,3.0,6.0,12.0,16.0,7.0,6.0,1.0,4.0,0.0,0.0,0.06,0.0,0.0,1.0,0.0,0.0,6.0,4.0,4.0,1.0,0.02,0.0,0.0,0.08,0.08,0.08,27.41,3.99,2.28,5.51,0.89,16.62,8.71,3.84,3.99,3.84,29.0,9.0,17.0,55.0,6.0,2.0,0.0,5.0,1.0,12.0,12.0,23.0,32.0,4.0,8.0,24.0,5.0,0.0,3.0,21.0,12.0,5.0,0.75,1.35,1.89,2.0,1.0,3.0,55.0,38.0,38.0,0.0,0.58,0.55,0.55,4.03,4.03,3.89
NYI,2012,NYI,NYI,Team Level,5on4,6,0.96,0.94,0.92,2199.0,31.34,2.66,3.2,6.02,0.95,21.49,10.67,2.52,2.66,2.52,31.0,14.0,13.0,58.0,2.0,1.0,0.0,8.0,1.0,16.0,17.0,29.0,43.0,0.0,0.0,18.0,5.0,0.0,5.0,34.0,9.0,2.0,0.64,1.14,0.88,1.0,0.0,1.0,58.0,45.0,45.0,2.0,0.8,0.31,0.31,3.16,3.16,3.08,2.91,0.1,0.11,0.4,0.08,0.96,2.35,0.1,0.1,0.1,2.0,2.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,2.0,4.0,0.0,0.0,17.0,5.0,3.0,2.0,4.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,4.0,4.0,4.0,2.0,0.02,0.0,0.0,0.12,0.12,0.12
NYR,2012,NYR,NYR,Team Level,other,12,0.59,0.5,0.51,1355.0,17.04,3.53,1.14,2.8,0.53,9.32,5.69,2.72,3.53,2.72,14.0,9.0,7.0,30.0,0.0,0.0,0.0,3.0,1.0,13.0,6.0,14.0,23.0,0.0,0.0,11.0,4.0,5.0,1.0,12.0,6.0,5.0,0.51,0.62,2.4,0.0,0.0,0.0,30.0,23.0,23.0,0.0,0.39,0.0,0.0,3.92,3.92,3.06,15.64,2.46,1.13,3.05,0.5,9.28,5.59,2.42,2.46,2.42,14.0,8.0,8.0,30.0,2.0,0.0,0.0,4.0,0.0,8.0,8.0,12.0,20.0,0.0,0.0,15.0,10.0,0.0,1.0,13.0,6.0,3.0,0.66,0.64,1.17,1.0,0.0,1.0,30.0,22.0,22.0,0.0,0.33,0.0,0.0,2.79,2.79,2.73
NYR,2012,NYR,NYR,Team Level,all,12,0.48,0.47,0.47,45607.0,378.43,31.73,26.02,84.79,11.92,210.9,154.64,29.25,32.15,29.67,362.0,158.0,223.0,743.0,26.0,19.0,3.0,81.0,11.0,192.0,191.0,336.0,494.0,38.0,82.0,343.0,466.0,84.0,99.0,390.0,106.0,24.0,10.89,12.68,8.17,10.0,9.0,7.0,751.21,520.0,526.46,63.0,5.78,3.36,3.36,34.16,34.62,32.24,425.24,34.48,28.33,96.18,13.9,243.14,180.97,33.31,34.26,33.08,412.0,185.0,249.0,846.0,28.0,25.0,7.0,113.0,8.0,210.0,213.0,384.0,569.0,53.0,112.0,371.0,418.0,79.0,109.0,456.0,112.0,29.0,13.05,13.04,8.39,13.0,5.0,10.0,835.02,597.0,589.94,53.0,6.12,5.17,5.45,35.15,34.83,34.13
NYR,2012,NYR,NYR,Team Level,5on5,12,0.47,0.44,0.44,37052.0,293.15,22.5,18.82,68.16,9.21,159.25,123.06,22.08,22.92,22.5,280.0,121.0,168.0,569.0,22.0,15.0,2.0,63.0,6.0,145.0,150.0,258.0,379.0,36.0,78.0,275.0,431.0,70.0,87.0,300.0,86.0,15.0,8.32,10.31,3.87,9.0,8.0,5.0,577.21,401.0,407.46,59.0,3.87,3.01,3.01,23.36,23.82,23.57,357.03,25.71,22.3,82.61,11.63,203.61,155.15,25.01,25.49,24.78,345.0,156.0,215.0,716.0,19.0,18.0,5.0,100.0,8.0,175.0,181.0,326.0,482.0,47.0,100.0,288.0,385.0,71.0,94.0,395.0,92.0,14.0,10.87,10.86,3.98,8.0,5.0,6.0,705.02,501.0,493.94,46.0,4.52,3.71,4.0,26.23,25.91,25.58
NYR,2012,NYR,NYR,Team Level,4on5,12,0.1,0.12,0.13,2825.0,6.48,0.64,0.41,0.75,0.16,2.01,5.03,0.64,0.64,0.64,8.0,1.0,3.0,12.0,0.0,0.0,0.0,0.0,1.0,1.0,7.0,8.0,9.0,0.0,0.0,23.0,17.0,6.0,4.0,5.0,4.0,0.0,0.14,0.5,0.0,0.0,0.0,0.0,12.0,9.0,9.0,3.0,0.09,0.0,0.0,0.73,0.73,0.73,45.26,5.47,4.53,9.61,1.56,28.16,13.66,5.05,5.47,5.05,45.0,18.0,24.0,87.0,7.0,7.0,2.0,8.0,0.0,22.0,19.0,38.0,56.0,2.0,4.0,26.0,7.0,2.0,7.0,39.0,14.0,10.0,1.32,1.54,2.61,4.0,0.0,3.0,87.0,63.0,63.0,1.0,1.19,1.46,1.46,5.2,5.2,4.9
NYR,2012,NYR,NYR,Team Level,5on4,12,0.86,0.91,0.89,4375.0,61.75,5.07,5.65,13.08,2.02,40.32,20.86,3.81,5.07,3.81,60.0,27.0,45.0,132.0,4.0,4.0,1.0,15.0,3.0,33.0,28.0,56.0,83.0,2.0,4.0,34.0,14.0,3.0,7.0,73.0,10.0,4.0,1.91,1.25,1.9,1.0,1.0,2.0,132.0,87.0,87.0,1.0,1.43,0.35,0.35,6.15,6.15,4.88,7.31,0.83,0.37,0.92,0.21,2.09,6.58,0.83,0.83,0.83,8.0,3.0,2.0,13.0,0.0,0.0,0.0,1.0,0.0,5.0,5.0,8.0,11.0,4.0,8.0,42.0,16.0,6.0,7.0,9.0,0.0,2.0,0.2,0.0,0.63,0.0,0.0,0.0,13.0,11.0,11.0,6.0,0.09,0.0,0.0,0.92,0.92,0.92
ANA,2012,ANA,ANA,Team Level,other,7,0.36,0.57,0.5,2037.0,7.26,0.74,0.48,1.66,0.23,3.79,3.11,0.74,0.74,0.74,7.0,3.0,6.0,16.0,1.0,0.0,0.0,3.0,0.0,2.0,4.0,6.0,9.0,2.0,4.0,12.0,1.0,1.0,2.0,9.0,0.0,1.0,0.18,0.0,0.56,0.0,0.0,1.0,16.0,10.0,10.0,0.0,0.15,0.0,0.0,0.88,0.88,0.88,7.43,1.31,0.58,1.5,0.27,3.85,2.5,1.18,1.31,1.18,7.0,3.0,2.0,12.0,0.0,1.0,0.0,2.0,0.0,2.0,5.0,7.0,10.0,1.0,2.0,12.0,2.0,0.0,1.0,5.0,2.0,3.0,0.14,0.26,0.91,0.0,0.0,0.0,12.0,10.0,10.0,1.0,0.19,0.43,0.43,1.07,1.07,1.04
ANA,2012,ANA,ANA,Team Level,all,7,0.49,0.47,0.48,26369.0,217.28,18.83,15.25,49.68,7.34,118.92,92.99,18.33,18.82,18.32,225.0,78.0,94.0,397.0,21.0,16.0,6.0,63.0,9.0,72.0,122.0,204.0,282.0,28.0,59.0,222.0,215.0,26.0,53.0,232.0,57.0,14.0,6.84,6.72,5.26,8.0,6.0,7.0,390.88,303.0,298.57,19.0,3.34,3.85,3.85,18.32,18.22,17.93,233.69,19.55,16.18,52.92,7.72,137.22,98.41,19.08,19.77,19.3,218.0,114.0,110.0,442.0,18.0,16.0,5.0,51.0,12.0,110.0,125.0,200.0,314.0,27.0,57.0,239.0,161.0,36.0,67.0,262.0,54.0,16.0,6.98,6.21,6.36,8.0,2.0,8.0,450.03,332.0,337.7,28.0,3.56,3.42,3.42,19.7,19.92,19.67
ANA,2012,ANA,ANA,Team Level,5on5,7,0.51,0.46,0.47,20122.0,167.54,13.75,11.23,39.48,5.64,92.07,69.83,13.42,13.74,13.41,172.0,60.0,70.0,302.0,12.0,10.0,4.0,49.0,8.0,55.0,98.0,160.0,220.0,24.0,51.0,167.0,204.0,19.0,45.0,177.0,46.0,9.0,5.41,5.35,2.99,5.0,3.0,4.0,295.88,232.0,227.57,17.0,2.32,2.57,2.57,13.49,13.39,13.21,182.49,12.96,12.1,42.69,6.04,105.36,78.84,12.76,13.18,12.98,171.0,87.0,93.0,351.0,11.0,12.0,4.0,42.0,10.0,80.0,103.0,160.0,247.0,21.0,45.0,187.0,147.0,28.0,58.0,207.0,43.0,8.0,5.69,5.05,2.21,6.0,2.0,3.0,359.03,258.0,263.7,26.0,2.48,1.99,1.99,13.46,13.67,13.54
ANA,2012,ANA,ANA,Team Level,4on5,7,0.06,0.15,0.17,2104.0,7.07,0.31,0.28,0.84,0.2,1.88,8.49,0.31,0.31,0.31,9.0,3.0,1.0,13.0,1.0,0.0,0.0,1.0,0.0,2.0,8.0,8.0,11.0,1.0,2.0,20.0,5.0,6.0,2.0,11.0,1.0,0.0,0.23,0.08,0.0,1.0,0.0,0.0,13.0,12.0,12.0,2.0,0.07,0.0,0.0,0.38,0.38,0.38,39.86,4.71,3.3,8.19,1.31,26.93,14.58,4.56,4.71,4.56,35.0,24.0,14.0,73.0,6.0,3.0,1.0,6.0,2.0,27.0,15.0,29.0,53.0,2.0,4.0,21.0,2.0,3.0,7.0,47.0,8.0,4.0,1.01,0.8,2.9,2.0,0.0,4.0,73.0,59.0,59.0,0.0,0.84,1.0,1.0,4.55,4.55,4.46
ANA,2012,ANA,ANA,Team Level,5on4,7,0.88,0.92,0.91,2106.0,35.4,4.03,3.27,7.7,1.27,21.17,11.56,3.86,4.03,3.86,37.0,12.0,17.0,66.0,7.0,6.0,2.0,10.0,1.0,13.0,12.0,30.0,42.0,1.0,2.0,23.0,5.0,0.0,4.0,35.0,10.0,4.0,1.02,1.29,1.72,2.0,3.0,2.0,66.0,49.0,49.0,0.0,0.81,1.29,1.29,3.56,3.56,3.46,3.91,0.57,0.21,0.54,0.1,1.08,2.49,0.57,0.57,0.57,5.0,0.0,1.0,6.0,1.0,0.0,0.0,1.0,0.0,1.0,2.0,4.0,4.0,3.0,6.0,19.0,10.0,5.0,1.0,3.0,1.0,1.0,0.13,0.1,0.34,0.0,0.0,1.0,6.0,5.0,5.0,1.0,0.05,0.0,0.0,0.62,0.62,0.62
PIT,2012,PIT,PIT,Team Level,other,15,0.68,0.55,0.56,2348.0,25.4,3.12,1.51,5.35,0.86,13.46,10.7,2.88,3.12,2.88,20.0,15.0,12.0,47.0,3.0,0.0,0.0,4.0,2.0,14.0,12.0,17.0,32.0,1.0,2.0,30.0,14.0,5.0,8.0,23.0,9.0,3.0,0.79,1.19,1.14,1.0,1.0,1.0,47.0,35.0,35.0,3.0,0.43,0.0,0.0,3.55,3.55,3.28,20.08,1.48,1.1,4.52,0.62,10.18,10.1,1.45,1.48,1.45,19.0,9.0,10.0,38.0,1.0,0.0,0.0,5.0,0.0,6.0,16.0,18.0,27.0,1.0,2.0,19.0,13.0,2.0,2.0,24.0,3.0,1.0,0.88,0.39,0.21,1.0,0.0,0.0,38.0,28.0,28.0,1.0,0.27,0.0,0.0,1.74,1.74,1.71
