team,season,name,team,position,situation,games_played,xGoalsPercentage,corsiPercentage,fenwickPercentage,iceTime,xOnGoalFor,xGoalsFor,xReboundsFor,xFreezeFor,xPlayStoppedFor,xPlayContinuedInZoneFor,xPlayContinuedOutsideZoneFor,flurryAdjustedxGoalsFor,scoreVenueAdjustedxGoalsFor,flurryScoreVenueAdjustedxGoalsFor,shotsOnGoalFor,missedShotsFor,blockedShotAttemptsFor,shotAttemptsFor,goalsFor,reboundsFor,reboundGoalsFor,freezeFor,playStoppedFor,playContinuedInZoneFor,playContinuedOutsideZoneFor,savedShotsOnGoalFor,savedUnblockedShotAttemptsFor,penaltiesFor,penalityMinutesFor,faceOffsWonFor,hitsFor,takeawaysFor,giveawaysFor,lowDangerShotsFor,mediumDangerShotsFor,highDangerShotsFor,lowDangerxGoalsFor,mediumDangerxGoalsFor,highDangerxGoalsFor,lowDangerGoalsFor,mediumDangerGoalsFor,highDangerGoalsFor,scoreAdjustedShotsAttemptsFor,unblockedShotAttemptsFor,scoreAdjustedUnblockedShotAttemptsFor,dZoneGiveawaysFor,xGoalsFromxReboundsOfShotsFor,xGoalsFromActualReboundsOfShotsFor,reboundxGoalsFor,totalShotCreditFor,scoreAdjustedTotalShotCreditFor,scoreFlurryAdjustedTotalShotCreditFor,xOnGoalAgainst,xGoalsAgainst,xReboundsAgainst,xFreezeAgainst,xPlayStoppedAgainst,xPlayContinuedInZoneAgainst,xPlayContinuedOutsideZoneAgainst,flurryAdjustedxGoalsAgainst,scoreVenueAdjustedxGoalsAgainst,flurryScoreVenueAdjustedxGoalsAgainst,shotsOnGoalAgainst,missedShotsAgainst,blockedShotAttemptsAgainst,shotAttemptsAgainst,goalsAgainst,reboundsAgainst,reboundGoalsAgainst,freezeAgainst,playStoppedAgainst,playContinuedInZoneAgainst,playContinuedOutsideZoneAgainst,savedShotsOnGoalAgainst,savedUnblockedShotAttemptsAgainst,penaltiesAgainst,penalityMinutesAgainst,faceOffsWonAgainst,hitsAgainst,takeawaysAgainst,giveawaysAgainst,lowDangerShotsAgainst,mediumDangerShotsAgainst,highDangerShotsAgainst,lowDangerxGoalsAgainst,mediumDangerxGoalsAgainst,highDangerxGoalsAgainst,lowDangerGoalsAgainst,mediumDangerGoalsAgainst,highDangerGoalsAgainst,scoreAdjustedShotsAttemptsAgainst,unblockedShotAttemptsAgainst,scoreAdjustedUnblockedShotAttemptsAgainst,dZoneGiveawaysAgainst,xGoalsFromxReboundsOfShotsAgainst,xGoalsFromActualReboundsOfShotsAgainst,reboundxGoalsAgainst,totalShotCreditAgainst,scoreAdjustedTotalShotCreditAgainst,scoreFlurryAdjustedTotalShotCreditAgainst
PIT,2018,PIT,PIT,Team Level,other,4,0.19,0.42,0.37,1041.0,7.36,0.66,0.5,1.4,0.24,4.7,2.5,0.64,0.66,0.64,8.0,2.0,4.0,14.0,1.0,0.0,0.0,1.0,0.0,2.0,6.0,7.0,9.0,0.0,0.0,5.0,4.0,2.0,4.0,6.0,4.0,0.0,0.26,0.4,0.0,1.0,0.0,0.0,14.0,10.0,10.0,1.0,0.16,0.0,0.0,0.82,0.82,0.79,11.23,2.8,0.8,1.69,0.34,5.77,5.6,2.78,2.8,2.78,14.0,3.0,2.0,19.0,2.0,1.0,0.0,2.0,2.0,5.0,5.0,12.0,15.0,1.0,2.0,16.0,5.0,0.0,5.0,10.0,3.0,4.0,0.32,0.36,2.12,0.0,0.0,2.0,19.0,17.0,17.0,4.0,0.22,0.0,0.0,3.02,3.02,2.99
PIT,2018,PIT,PIT,Team Level,all,4,0.43,0.54,0.53,14679.0,138.3,12.17,9.49,30.93,4.55,80.45,61.43,11.79,12.11,11.73,136.0,63.0,78.0,277.0,6.0,6.0,0.0,25.0,7.0,75.0,80.0,130.0,193.0,18.0,36.0,112.0,171.0,22.0,74.0,151.0,40.0,8.0,4.45,4.61,3.11,3.0,2.0,1.0,271.26,199.0,195.27,34.0,2.08,0.77,0.77,13.48,13.42,13.04,125.62,15.85,9.35,25.17,4.14,67.62,55.87,14.62,15.97,14.75,129.0,49.0,58.0,236.0,14.0,6.0,2.0,25.0,6.0,57.0,70.0,115.0,164.0,17.0,34.0,120.0,180.0,27.0,60.0,115.0,45.0,18.0,3.56,5.25,7.04,4.0,4.0,6.0,242.04,178.0,182.38,38.0,2.09,1.07,1.07,16.87,17.0,15.81
PIT,2018,PIT,PIT,Team Level,5on5,4,0.47,0.56,0.56,11391.0,114.27,8.01,7.64,26.86,3.8,66.22,52.47,7.88,7.96,7.83,112.0,53.0,58.0,223.0,4.0,6.0,0.0,23.0,6.0,63.0,63.0,108.0,161.0,16.0,32.0,91.0,152.0,18.0,53.0,134.0,28.0,3.0,3.97,3.35,0.68,2.0,2.0,0.0,217.26,165.0,161.27,25.0,1.57,0.77,0.77,8.81,8.75,8.63,92.63,8.91,6.67,20.21,3.15,51.18,39.87,8.65,9.04,8.77,89.0,41.0,47.0,177.0,10.0,5.0,2.0,19.0,3.0,36.0,57.0,79.0,120.0,13.0,26.0,85.0,172.0,24.0,46.0,87.0,35.0,8.0,2.95,3.95,2.01,4.0,3.0,3.0,183.04,130.0,134.38,28.0,1.38,1.07,1.07,9.23,9.36,9.17
PIT,2018,PIT,PIT,Team Level,4on5,4,0.06,0.08,0.11,1110.0,2.0,0.25,0.17,0.17,0.06,0.53,1.83,0.25,0.25,0.25,3.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,3.0,2.0,4.0,9.0,13.0,2.0,9.0,1.0,2.0,0.0,0.0,0.24,0.0,0.0,0.0,0.0,3.0,3.0,3.0,8.0,0.04,0.0,0.0,0.28,0.28,0.28,17.84,4.06,1.76,2.92,0.54,9.78,4.94,3.12,4.06,3.12,19.0,5.0,9.0,33.0,2.0,0.0,0.0,3.0,1.0,15.0,3.0,17.0,22.0,3.0,6.0,10.0,1.0,3.0,4.0,11.0,7.0,6.0,0.22,0.93,2.91,0.0,1.0,1.0,33.0,24.0,24.0,1.0,0.46,0.0,0.0,4.52,4.52,3.55
PIT,2018,PIT,PIT,Team Level,5on4,4,0.98,0.84,0.75,1137.0,14.66,3.25,1.19,2.49,0.45,9.0,4.62,3.02,3.25,3.02,13.0,8.0,16.0,37.0,1.0,0.0,0.0,1.0,1.0,10.0,8.0,12.0,20.0,0.0,0.0,7.0,2.0,0.0,8.0,10.0,6.0,5.0,0.22,0.61,2.43,0.0,0.0,1.0,37.0,21.0,21.0,0.0,0.32,0.0,0.0,3.57,3.57,3.34,3.91,0.07,0.12,0.35,0.11,0.89,5.47,0.07,0.07,0.07,7.0,0.0,0.0,7.0,0.0,0.0,0.0,1.0,0.0,1.0,5.0,7.0,7.0,0.0,0.0,9.0,2.0,0.0,5.0,7.0,0.0,0.0,0.07,0.0,0.0,0.0,0.0,0.0,7.0,7.0,7.0,5.0,0.03,0.0,0.0,0.1,0.1,0.1
TOR,2018,TOR,TOR,Team Level,other,7,0.17,0.29,0.27,860.0,6.26,1.46,0.52,1.17,0.23,3.97,1.65,1.45,1.46,1.45,7.0,2.0,3.0,12.0,1.0,0.0,0.0,2.0,0.0,4.0,2.0,6.0,8.0,0.0,0.0,9.0,2.0,2.0,3.0,5.0,2.0,2.0,0.21,0.29,0.96,0.0,0.0,1.0,12.0,9.0,9.0,3.0,0.14,0.0,0.0,1.6,1.6,1.59,16.28,7.06,0.97,1.79,0.45,7.84,4.95,6.37,7.06,6.37,15.0,9.0,5.0,29.0,5.0,1.0,0.0,0.0,4.0,4.0,10.0,10.0,19.0,0.0,0.0,7.0,2.0,2.0,3.0,11.0,4.0,9.0,0.44,0.44,6.18,1.0,0.0,4.0,29.0,24.0,24.0,2.0,0.26,0.11,0.11,7.14,7.14,6.45
TOR,2018,TOR,TOR,Team Level,all,7,0.4,0.5,0.49,25200.0,227.44,18.17,15.68,54.26,7.73,134.59,92.57,17.63,18.01,17.46,224.0,99.0,103.0,426.0,17.0,13.0,3.0,67.0,6.0,114.0,106.0,207.0,306.0,16.0,35.0,196.0,249.0,76.0,88.0,259.0,50.0,14.0,7.49,6.29,4.39,10.0,4.0,3.0,415.94,323.0,317.66,58.0,3.35,2.84,2.89,18.64,18.4,18.11,237.39,26.94,15.26,53.57,7.76,131.14,103.38,25.69,27.13,25.88,248.0,91.0,83.0,422.0,23.0,15.0,4.0,42.0,12.0,100.0,147.0,225.0,316.0,16.0,30.0,214.0,232.0,45.0,88.0,253.0,60.0,26.0,7.24,7.21,12.5,4.0,7.0,12.0,432.4,339.0,345.18,46.0,3.33,3.94,3.94,26.27,26.51,25.34
TOR,2018,TOR,TOR,Team Level,5on5,7,0.51,0.51,0.5,21189.0,192.18,14.94,12.59,47.54,6.54,111.28,78.11,14.43,14.78,14.27,190.0,81.0,88.0,359.0,13.0,13.0,3.0,59.0,5.0,91.0,90.0,177.0,258.0,15.0,33.0,163.0,240.0,67.0,78.0,219.0,40.0,12.0,6.57,4.94,3.43,10.0,1.0,2.0,348.94,271.0,265.66,51.0,2.59,2.84,2.89,14.65,14.41,14.17,193.04,14.38,12.05,46.81,6.47,107.26,88.03,14.0,14.57,14.2,198.0,77.0,72.0,347.0,11.0,11.0,1.0,38.0,8.0,85.0,122.0,187.0,264.0,14.0,28.0,175.0,220.0,37.0,75.0,219.0,48.0,8.0,6.27,5.84,2.27,3.0,6.0,2.0,357.4,275.0,281.18,41.0,2.47,1.94,1.94,14.91,15.15,14.86
TOR,2018,TOR,TOR,Team Level,4on5,7,0.09,0.16,0.16,1537.0,4.84,0.52,0.23,0.66,0.13,1.4,4.05,0.52,0.52,0.52,4.0,3.0,1.0,8.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0,4.0,7.0,0.0,0.0,8.0,4.0,6.0,3.0,5.0,2.0,0.0,0.16,0.37,0.0,0.0,0.0,0.0,8.0,7.0,7.0,3.0,0.05,0.0,0.0,0.58,0.58,0.58,27.48,5.5,2.22,4.95,0.83,16.02,8.48,5.31,5.5,5.31,33.0,5.0,4.0,42.0,7.0,3.0,3.0,4.0,0.0,11.0,13.0,26.0,31.0,1.0,0.0,19.0,2.0,1.0,7.0,21.0,8.0,9.0,0.52,0.93,4.05,0.0,1.0,6.0,42.0,38.0,38.0,0.0,0.6,1.88,1.88,4.21,4.21,4.03
TOR,2018,TOR,TOR,Team Level,5on4,7,1.0,0.92,0.95,1614.0,24.15,1.24,2.33,4.88,0.83,17.94,8.78,1.21,1.24,1.21,23.0,13.0,11.0,47.0,3.0,0.0,0.0,6.0,1.0,17.0,9.0,20.0,33.0,1.0,2.0,16.0,3.0,1.0,4.0,30.0,6.0,0.0,0.55,0.69,0.0,0.0,3.0,0.0,47.0,36.0,36.0,1.0,0.57,0.0,0.0,1.81,1.81,1.77,0.6,0.0,0.02,0.02,0.02,0.02,1.92,0.0,0.0,0.0,2.0,0.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,1.0,2.0,13.0,8.0,5.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,2.0,3.0,0.01,0.0,0.0,0.01,0.01,0.01
CBJ,2018,CBJ,CBJ,Team Level,other,10,0.67,0.49,0.58,1062.0,11.18,3.82,0.88,1.82,0.37,4.94,3.18,3.79,3.82,3.79,12.0,3.0,7.0,22.0,5.0,1.0,0.0,3.0,0.0,2.0,4.0,7.0,10.0,0.0,0.0,15.0,8.0,1.0,3.0,5.0,4.0,6.0,0.13,0.52,3.18,1.0,2.0,2.0,22.0,15.0,15.0,2.0,0.25,0.76,0.76,3.31,3.31,3.29,7.86,1.89,0.6,1.15,0.24,5.13,1.99,1.66,1.89,1.66,10.0,1.0,12.0,23.0,0.0,0.0,0.0,1.0,0.0,8.0,2.0,10.0,11.0,0.0,0.0,11.0,2.0,1.0,2.0,4.0,4.0,3.0,0.2,0.56,1.12,0.0,0.0,0.0,23.0,11.0,11.0,1.0,0.21,0.0,0.0,2.1,2.1,1.86
CBJ,2018,CBJ,CBJ,Team Level,all,10,0.54,0.47,0.48,37737.0,301.09,30.73,19.98,69.34,9.79,159.36,129.8,29.88,30.73,29.87,320.0,99.0,133.0,552.0,30.0,21.0,5.0,72.0,18.0,116.0,162.0,290.0,389.0,26.0,59.0,293.0,374.0,89.0,72.0,310.0,72.0,37.0,8.89,8.53,13.31,13.0,5.0,12.0,550.97,419.0,418.73,26.0,4.43,5.74,5.74,29.43,29.43,28.98,319.28,25.79,20.28,75.8,10.84,175.5,137.8,25.15,25.98,25.33,331.0,115.0,169.0,615.0,25.0,18.0,5.0,85.0,8.0,131.0,180.0,306.0,421.0,36.0,76.0,326.0,321.0,57.0,76.0,343.0,85.0,18.0,9.39,10.43,5.97,11.0,6.0,8.0,616.37,446.0,447.99,33.0,4.4,3.1,3.1,27.09,27.26,26.67
CBJ,2018,CBJ,CBJ,Team Level,5on5,10,0.5,0.46,0.47,30983.0,234.78,18.58,14.74,56.73,7.8,124.56,104.59,18.16,18.57,18.15,247.0,80.0,104.0,431.0,17.0,16.0,3.0,56.0,17.0,90.0,131.0,230.0,310.0,25.0,55.0,218.0,344.0,76.0,57.0,252.0,57.0,18.0,7.04,6.67,4.86,9.0,3.0,5.0,429.97,327.0,326.73,24.0,3.04,3.41,3.41,18.21,18.21,18.01,266.32,18.22,16.4,66.4,9.18,146.31,115.5,17.91,18.41,18.1,275.0,97.0,137.0,509.0,19.0,14.0,4.0,72.0,6.0,104.0,158.0,256.0,353.0,32.0,70.0,263.0,312.0,49.0,62.0,299.0,64.0,9.0,8.15,7.78,2.3,9.0,6.0,4.0,510.37,372.0,373.99,30.0,3.36,2.03,2.03,19.54,19.72,19.48
CBJ,2018,CBJ,CBJ,Team Level,4on5,10,0.15,0.18,0.21,2508.0,7.8,0.76,0.42,0.85,0.2,2.04,7.72,0.76,0.76,0.76,10.0,2.0,2.0,14.0,1.0,0.0,0.0,2.0,0.0,0.0,9.0,9.0,11.0,0.0,0.0,22.0,14.0,8.0,2.0,7.0,5.0,0.0,0.09,0.68,0.0,1.0,0.0,0.0,14.0,12.0,12.0,0.0,0.09,0.0,0.0,0.86,0.86,0.85,32.41,4.31,2.69,6.67,1.08,20.64,10.61,4.22,4.31,4.22,33.0,13.0,19.0,65.0,4.0,3.0,1.0,10.0,1.0,17.0,11.0,29.0,42.0,3.0,4.0,30.0,1.0,1.0,10.0,28.0,14.0,4.0,0.67,1.61,2.03,1.0,0.0,3.0,65.0,46.0,46.0,0.0,0.7,1.01,1.01,4.0,4.0,3.89
CBJ,2018,CBJ,CBJ,Team Level,5on4,10,0.85,0.83,0.79,3184.0,47.33,7.58,3.93,9.95,1.41,27.82,14.31,7.18,7.58,7.18,51.0,14.0,20.0,85.0,7.0,4.0,2.0,11.0,1.0,24.0,18.0,44.0,58.0,1.0,4.0,38.0,8.0,4.0,10.0,46.0,6.0,13.0,1.63,0.66,5.28,2.0,0.0,5.0,85.0,65.0,65.0,0.0,1.06,1.57,1.57,7.06,7.06,6.82,12.68,1.38,0.59,1.58,0.34,3.42,9.7,1.36,1.38,1.36,13.0,4.0,1.0,18.0,2.0,1.0,0.0,2.0,1.0,2.0,9.0,11.0,15.0,1.0,2.0,22.0,6.0,6.0,2.0,12.0,3.0,2.0,0.38,0.48,0.52,1.0,0.0,1.0,18.0,17.0,17.0,2.0,0.13,0.06,0.06,1.45,1.45,1.44
CAR,2018,CAR,CAR,Team Level,other,15,0.41,0.52,0.5,1802.0,18.98,4.55,1.3,3.42,0.66,11.41,5.67,4.24,4.55,4.24,14.0,13.0,7.0,34.0,3.0,0.0,0.0,4.0,1.0,12.0,7.0,11.0,24.0,0.0,0.0,25.0,8.0,9.0,5.0,16.0,5.0,6.0,0.59,0.49,3.47,0.0,0.0,3.0,34.0,27.0,27.0,2.0,0.4,0.0,0.0,4.95,4.95,4.61,17.93,6.52,1.21,2.34,0.62,10.49,5.81,6.21,6.52,6.21,13.0,14.0,5.0,32.0,2.0,2.0,0.0,2.0,4.0,14.0,3.0,11.0,25.0,2.0,4.0,19.0,12.0,6.0,6.0,10.0,7.0,10.0,0.4,0.85,5.27,0.0,0.0,2.0,32.0,27.0,27.0,4.0,0.36,0.72,0.72,6.16,6.16,6.06
