team,season,name,team,position,situation,games_played,xGoalsPercentage,corsiPercentage,fenwickPercentage,iceTime,xOnGoalFor,xGoalsFor,xReboundsFor,xFreezeFor,xPlayStoppedFor,xPlayContinuedInZoneFor,xPlayContinuedOutsideZoneFor,flurryAdjustedxGoalsFor,scoreVenueAdjustedxGoalsFor,flurryScoreVenueAdjustedxGoalsFor,shotsOnGoalFor,missedShotsFor,blockedShotAttemptsFor,shotAttemptsFor,goalsFor,reboundsFor,reboundGoalsFor,freezeFor,playStoppedFor,playContinuedInZoneFor,playContinuedOutsideZoneFor,savedShotsOnGoalFor,savedUnblockedShotAttemptsFor,penaltiesFor,penalityMinutesFor,faceOffsWonFor,hitsFor,takeawaysFor,giveawaysFor,lowDangerShotsFor,mediumDangerShotsFor,highDangerShotsFor,lowDangerxGoalsFor,mediumDangerxGoalsFor,highDangerxGoalsFor,lowDangerGoalsFor,mediumDangerGoalsFor,highDangerGoalsFor,scoreAdjustedShotsAttemptsFor,unblockedShotAttemptsFor,scoreAdjustedUnblockedShotAttemptsFor,dZoneGiveawaysFor,xGoalsFromxReboundsOfShotsFor,xGoalsFromActualReboundsOfShotsFor,reboundxGoalsFor,totalShotCreditFor,scoreAdjustedTotalShotCreditFor,scoreFlurryAdjustedTotalShotCreditFor,xOnGoalAgainst,xGoalsAgainst,xReboundsAgainst,xFreezeAgainst,xPlayStoppedAgainst,xPlayContinuedInZoneAgainst,xPlayContinuedOutsideZoneAgainst,flurryAdjustedxGoalsAgainst,scoreVenueAdjustedxGoalsAgainst,flurryScoreVenueAdjustedxGoalsAgainst,shotsOnGoalAgainst,missedShotsAgainst,blockedShotAttemptsAgainst,shotAttemptsAgainst,goalsAgainst,reboundsAgainst,reboundGoalsAgainst,freezeAgainst,playStoppedAgainst,playContinuedInZoneAgainst,playContinuedOutsideZoneAgainst,savedShotsOnGoalAgainst,savedUnblockedShotAttemptsAgainst,penaltiesAgainst,penalityMinutesAgainst,faceOffsWonAgainst,hitsAgainst,takeawaysAgainst,giveawaysAgainst,lowDangerShotsAgainst,mediumDangerShotsAgainst,highDangerShotsAgainst,lowDangerxGoalsAgainst,mediumDangerxGoalsAgainst,highDangerxGoalsAgainst,lowDangerGoalsAgainst,mediumDangerGoalsAgainst,highDangerGoalsAgainst,scoreAdjustedShotsAttemptsAgainst,unblockedShotAttemptsAgainst,scoreAdjustedUnblockedShotAttemptsAgainst,dZoneGiveawaysAgainst,xGoalsFromxReboundsOfShotsAgainst,xGoalsFromActualReboundsOfShotsAgainst,reboundxGoalsAgainst,totalShotCreditAgainst,scoreAdjustedTotalShotCreditAgainst,scoreFlurryAdjustedTotalShotCreditAgainst
PIT,2008,PIT,PIT,Team Level,other,24,0.5,0.43,0.44,6794.0,29.96,7.14,1.93,5.32,0.94,15.93,10.81,6.26,7.14,6.26,36.0,7.0,16.0,59.0,10.0,3.0,2.0,6.0,1.0,16.0,7.0,26.0,33.0,4.0,11.0,30.0,17.0,3.0,6.0,24.0,10.0,9.0,0.68,1.2,5.26,1.0,1.0,8.0,59.0,43.0,43.0,3.0,0.55,1.32,1.32,6.3,6.3,5.61,36.48,7.11,2.65,6.87,1.19,20.94,12.5,6.98,7.11,6.98,34.0,21.0,22.0,77.0,5.0,1.0,0.0,7.0,1.0,21.0,20.0,29.0,50.0,5.0,13.0,52.0,7.0,4.0,7.0,31.0,15.0,9.0,1.23,1.99,3.89,0.0,2.0,3.0,77.0,55.0,55.0,4.0,0.8,0.11,0.11,7.53,7.53,7.39
PIT,2008,PIT,PIT,Team Level,all,24,0.54,0.49,0.51,88782.0,748.77,72.42,51.41,164.66,23.27,411.18,310.33,69.25,73.33,70.14,781.0,256.0,308.0,1345.0,79.0,53.0,15.0,161.0,26.0,341.0,377.0,702.0,958.0,103.0,235.0,681.0,702.0,158.0,213.0,767.0,199.0,71.0,23.45,23.19,25.77,25.0,27.0,27.0,1361.35,1037.0,1048.66,109.0,11.3,12.47,13.52,69.93,70.78,69.06,708.47,61.07,47.02,158.06,22.74,390.7,309.0,58.99,60.41,58.35,695.0,302.0,406.0,1403.0,64.0,59.0,18.0,150.0,40.0,308.0,376.0,631.0,933.0,117.0,265.0,725.0,737.0,146.0,248.0,770.0,170.0,57.0,21.98,20.56,18.53,24.0,20.0,20.0,1382.3,997.0,985.91,141.0,10.4,12.92,12.92,57.96,57.37,56.36
PIT,2008,PIT,PIT,Team Level,5on5,24,0.54,0.49,0.51,66971.0,582.29,47.93,38.24,133.09,18.09,317.4,246.31,46.67,48.85,47.56,598.0,204.0,227.0,1029.0,50.0,35.0,9.0,132.0,20.0,265.0,300.0,548.0,752.0,87.0,200.0,514.0,634.0,139.0,164.0,609.0,155.0,38.0,19.29,18.33,10.31,18.0,21.0,11.0,1045.35,802.0,813.66,89.0,7.89,6.81,8.06,47.7,48.55,47.88,546.11,41.32,34.72,126.49,17.5,298.31,240.92,39.93,40.65,39.29,529.0,234.0,329.0,1092.0,45.0,47.0,15.0,119.0,36.0,234.0,282.0,484.0,718.0,103.0,232.0,506.0,660.0,116.0,205.0,606.0,121.0,36.0,17.42,14.51,9.38,22.0,11.0,12.0,1071.3,763.0,751.91,119.0,7.13,9.75,9.75,38.44,37.84,37.35
PIT,2008,PIT,PIT,Team Level,4on5,24,0.1,0.13,0.13,6816.0,14.18,1.25,0.64,1.96,0.4,4.27,11.55,1.25,1.25,1.25,17.0,4.0,7.0,28.0,1.0,0.0,0.0,4.0,0.0,4.0,12.0,16.0,20.0,4.0,8.0,55.0,26.0,10.0,16.0,16.0,4.0,1.0,0.47,0.53,0.25,0.0,1.0,0.0,28.0,21.0,21.0,14.0,0.15,0.0,0.0,1.34,1.34,1.34,103.29,11.3,8.75,21.97,3.43,64.71,35.92,10.73,11.3,10.73,109.0,38.0,49.0,196.0,12.0,11.0,3.0,24.0,1.0,47.0,52.0,97.0,135.0,6.0,14.0,85.0,22.0,7.0,22.0,107.0,29.0,11.0,2.81,3.46,5.02,1.0,6.0,5.0,196.0,147.0,147.0,5.0,2.25,3.06,3.06,10.42,10.42,10.05
PIT,2008,PIT,PIT,Team Level,5on4,24,0.92,0.86,0.84,8201.0,122.34,16.09,10.6,24.29,3.85,73.59,41.65,15.06,16.09,15.06,130.0,41.0,58.0,229.0,18.0,15.0,4.0,19.0,5.0,56.0,58.0,112.0,153.0,8.0,16.0,82.0,25.0,6.0,27.0,118.0,30.0,23.0,3.02,3.13,9.94,6.0,4.0,8.0,229.0,171.0,171.0,3.0,2.71,4.34,4.14,14.59,14.59,14.23,22.57,1.36,0.9,2.72,0.62,6.74,19.65,1.36,1.36,1.36,23.0,9.0,6.0,38.0,2.0,0.0,0.0,0.0,2.0,6.0,22.0,21.0,30.0,3.0,6.0,82.0,48.0,19.0,14.0,26.0,5.0,1.0,0.51,0.6,0.24,1.0,1.0,0.0,38.0,32.0,32.0,13.0,0.22,0.0,0.0,1.57,1.57,1.57
NJD,2008,NJD,NJD,Team Level,other,7,0.51,0.49,0.52,855.0,11.36,0.9,0.77,2.3,0.37,6.91,4.75,0.88,0.9,0.88,9.0,7.0,1.0,17.0,0.0,1.0,0.0,2.0,0.0,8.0,5.0,9.0,16.0,0.0,0.0,7.0,3.0,2.0,0.0,13.0,3.0,0.0,0.53,0.38,0.0,0.0,0.0,0.0,17.0,16.0,16.0,0.0,0.2,0.1,0.1,1.0,1.0,0.98,11.12,0.88,0.78,2.17,0.37,6.66,4.14,0.87,0.88,0.87,15.0,0.0,3.0,18.0,1.0,0.0,0.0,2.0,0.0,5.0,7.0,14.0,14.0,0.0,0.0,15.0,0.0,0.0,3.0,11.0,3.0,1.0,0.25,0.33,0.3,0.0,0.0,1.0,18.0,15.0,15.0,0.0,0.24,0.0,0.0,1.12,1.12,1.1
NJD,2008,NJD,NJD,Team Level,all,7,0.53,0.5,0.51,25658.0,226.97,18.57,15.46,51.91,7.29,127.53,96.37,17.54,18.53,17.5,242.0,77.0,87.0,406.0,15.0,21.0,2.0,50.0,3.0,99.0,131.0,227.0,304.0,34.0,71.0,201.0,172.0,60.0,43.0,251.0,54.0,14.0,7.81,6.37,4.39,7.0,6.0,2.0,405.98,319.0,320.09,25.0,3.37,4.5,4.5,17.37,17.35,17.0,222.43,16.55,14.7,52.25,7.07,122.76,94.86,16.12,16.6,16.16,239.0,72.0,94.0,405.0,17.0,17.0,3.0,39.0,2.0,100.0,136.0,222.0,294.0,29.0,65.0,197.0,205.0,38.0,44.0,249.0,49.0,13.0,7.0,5.45,4.11,5.0,6.0,6.0,409.51,311.0,311.97,21.0,3.22,2.96,3.23,16.35,16.42,16.19
NJD,2008,NJD,NJD,Team Level,5on5,7,0.49,0.49,0.49,19261.0,164.13,12.5,10.37,38.95,5.21,89.58,71.44,12.14,12.46,12.11,178.0,51.0,69.0,298.0,12.0,14.0,2.0,36.0,3.0,72.0,92.0,166.0,217.0,28.0,59.0,145.0,156.0,51.0,30.0,182.0,37.0,10.0,5.32,4.31,2.88,6.0,4.0,2.0,297.98,229.0,230.09,20.0,2.12,2.55,2.55,12.08,12.05,11.9,170.44,12.83,10.45,41.78,5.41,90.39,73.35,12.47,12.87,12.51,180.0,57.0,73.0,310.0,15.0,14.0,3.0,33.0,1.0,73.0,101.0,165.0,222.0,28.0,63.0,142.0,186.0,31.0,28.0,185.0,41.0,11.0,5.19,4.44,3.19,5.0,6.0,4.0,314.51,237.0,237.97,18.0,2.14,2.61,2.88,11.89,11.96,11.83
NJD,2008,NJD,NJD,Team Level,4on5,7,0.09,0.12,0.13,2752.0,5.87,0.25,0.2,0.88,0.17,1.81,4.7,0.25,0.25,0.25,7.0,1.0,1.0,9.0,0.0,0.0,0.0,1.0,0.0,0.0,7.0,7.0,8.0,3.0,6.0,19.0,7.0,5.0,4.0,8.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,9.0,8.0,8.0,4.0,0.05,0.0,0.0,0.3,0.3,0.3,37.03,2.61,3.32,7.89,1.2,24.52,14.46,2.54,2.61,2.54,40.0,14.0,12.0,66.0,1.0,3.0,0.0,4.0,1.0,20.0,25.0,39.0,53.0,1.0,2.0,21.0,4.0,1.0,9.0,49.0,4.0,1.0,1.46,0.54,0.62,0.0,0.0,1.0,66.0,54.0,54.0,0.0,0.8,0.35,0.35,3.07,3.07,2.98
NJD,2008,NJD,NJD,Team Level,5on4,7,0.95,0.88,0.93,2790.0,45.61,4.92,4.13,9.78,1.53,29.24,15.48,4.26,4.92,4.26,48.0,18.0,16.0,82.0,3.0,6.0,0.0,11.0,0.0,19.0,27.0,45.0,63.0,3.0,6.0,30.0,6.0,2.0,9.0,48.0,14.0,4.0,1.72,1.69,1.51,1.0,2.0,0.0,82.0,66.0,66.0,1.0,1.0,1.85,1.85,4.0,4.0,3.82,3.84,0.23,0.15,0.41,0.1,1.19,2.92,0.23,0.23,0.23,4.0,1.0,6.0,11.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,4.0,5.0,0.0,0.0,19.0,15.0,6.0,4.0,4.0,1.0,0.0,0.09,0.14,0.0,0.0,0.0,0.0,11.0,5.0,5.0,3.0,0.04,0.0,0.0,0.27,0.27,0.27
VAN,2008,VAN,VAN,Team Level,other,10,0.47,0.42,0.45,2179.0,17.61,3.77,1.18,3.2,0.53,9.54,5.79,3.69,3.77,3.69,18.0,6.0,8.0,32.0,6.0,1.0,1.0,0.0,1.0,6.0,10.0,12.0,18.0,1.0,2.0,19.0,6.0,2.0,1.0,14.0,6.0,4.0,0.45,0.69,2.63,0.0,2.0,4.0,32.0,24.0,24.0,1.0,0.34,0.39,0.39,3.71,3.71,3.69,21.03,4.22,1.62,3.48,0.68,12.05,6.95,4.18,4.22,4.18,16.0,13.0,15.0,44.0,3.0,0.0,0.0,3.0,1.0,14.0,8.0,13.0,26.0,4.0,8.0,22.0,8.0,3.0,4.0,17.0,7.0,5.0,0.63,0.83,2.76,0.0,0.0,3.0,44.0,29.0,29.0,2.0,0.53,0.0,0.0,4.75,4.75,4.69
VAN,2008,VAN,VAN,Team Level,all,10,0.48,0.46,0.46,37353.0,254.0,26.57,18.4,55.95,8.44,139.66,103.04,25.86,26.9,26.17,263.0,90.0,120.0,473.0,30.0,20.0,5.0,44.0,5.0,116.0,138.0,233.0,323.0,60.0,124.0,331.0,216.0,67.0,42.0,260.0,64.0,29.0,7.72,7.71,11.14,10.0,7.0,13.0,481.53,353.0,359.33,28.0,4.27,5.26,5.64,25.13,25.46,25.1,298.75,28.87,20.42,66.13,9.69,163.09,119.87,27.86,28.7,27.7,306.0,103.0,137.0,546.0,28.0,22.0,8.0,74.0,6.0,111.0,168.0,278.0,381.0,52.0,108.0,298.0,289.0,50.0,58.0,308.0,72.0,29.0,8.27,9.04,11.55,8.0,8.0,12.0,538.77,409.0,404.15,42.0,4.69,6.33,6.33,27.16,27.03,26.37
VAN,2008,VAN,VAN,Team Level,5on5,10,0.48,0.46,0.46,27378.0,175.74,15.52,11.54,39.85,5.92,94.94,75.29,15.06,15.85,15.38,186.0,58.0,84.0,328.0,15.0,12.0,2.0,31.0,2.0,78.0,106.0,171.0,229.0,44.0,90.0,216.0,196.0,54.0,24.0,184.0,40.0,20.0,5.33,4.8,5.39,7.0,3.0,5.0,336.53,244.0,250.33,18.0,2.4,2.63,3.04,14.82,15.14,14.99,210.19,16.76,13.29,49.54,6.92,112.53,88.02,16.26,16.58,16.1,224.0,64.0,91.0,379.0,16.0,19.0,5.0,56.0,3.0,72.0,122.0,208.0,272.0,36.0,76.0,203.0,252.0,42.0,43.0,221.0,51.0,16.0,6.07,6.38,4.32,5.0,6.0,5.0,371.77,288.0,283.15,32.0,2.74,4.42,4.42,15.02,14.89,14.79
VAN,2008,VAN,VAN,Team Level,4on5,10,0.06,0.08,0.08,3998.0,5.0,0.45,0.25,0.58,0.16,1.69,3.87,0.45,0.45,0.45,7.0,0.0,3.0,10.0,0.0,0.0,0.0,0.0,0.0,4.0,3.0,7.0,7.0,11.0,24.0,47.0,6.0,9.0,6.0,4.0,3.0,0.0,0.15,0.3,0.0,0.0,0.0,0.0,10.0,7.0,7.0,6.0,0.06,0.0,0.0,0.51,0.51,0.51,61.42,7.6,5.31,12.35,1.95,36.86,19.93,7.13,7.6,7.13,59.0,25.0,30.0,114.0,8.0,3.0,3.0,14.0,2.0,25.0,32.0,51.0,76.0,8.0,16.0,41.0,19.0,2.0,5.0,62.0,14.0,8.0,1.29,1.83,4.47,2.0,2.0,4.0,114.0,84.0,84.0,2.0,1.37,1.92,1.92,7.05,7.05,6.56
VAN,2008,VAN,VAN,Team Level,5on4,10,0.96,0.92,0.91,3798.0,55.65,6.83,5.42,12.33,1.82,33.5,18.1,6.65,6.83,6.65,52.0,26.0,25.0,103.0,9.0,7.0,2.0,13.0,2.0,28.0,19.0,43.0,69.0,4.0,8.0,49.0,8.0,2.0,11.0,58.0,15.0,5.0,1.78,1.93,3.12,3.0,2.0,4.0,103.0,78.0,78.0,3.0,1.48,2.24,2.21,6.09,6.09,5.91,6.11,0.29,0.2,0.76,0.14,1.64,4.98,0.29,0.29,0.29,7.0,1.0,1.0,9.0,1.0,0.0,0.0,1.0,0.0,0.0,6.0,6.0,7.0,4.0,8.0,32.0,10.0,3.0,6.0,8.0,0.0,0.0,0.29,0.0,0.0,1.0,0.0,0.0,9.0,8.0,8.0,6.0,0.04,0.0,0.0,0.33,0.33,0.33
CAR,2008,CAR,CAR,Team Level,other,18,0.59,0.6,0.57,5716.0,29.74,4.6,1.94,5.49,0.9,15.96,11.17,4.51,4.6,4.51,36.0,5.0,11.0,52.0,4.0,1.0,0.0,6.0,1.0,13.0,16.0,32.0,37.0,1.0,2.0,29.0,7.0,1.0,4.0,26.0,9.0,6.0,0.78,1.13,2.7,0.0,0.0,4.0,52.0,41.0,41.0,0.0,0.56,0.42,0.42,4.68,4.68,4.62,22.01,3.23,1.39,4.36,0.7,11.88,9.43,3.21,3.23,3.21,21.0,10.0,4.0,35.0,3.0,2.0,0.0,5.0,0.0,10.0,11.0,18.0,28.0,1.0,2.0,23.0,10.0,3.0,1.0,22.0,6.0,3.0,0.8,0.66,1.77,0.0,0.0,3.0,35.0,31.0,31.0,0.0,0.35,0.13,0.13,3.46,3.46,3.43
