team,season,name,team,position,situation,games_played,xGoalsPercentage,corsiPercentage,fenwickPercentage,iceTime,xOnGoalFor,xGoalsFor,xReboundsFor,xFreezeFor,xPlayStoppedFor,xPlayContinuedInZoneFor,xPlayContinuedOutsideZoneFor,flurryAdjustedxGoalsFor,scoreVenueAdjustedxGoalsFor,flurryScoreVenueAdjustedxGoalsFor,shotsOnGoalFor,missedShotsFor,blockedShotAttemptsFor,shotAttemptsFor,goalsFor,reboundsFor,reboundGoalsFor,freezeFor,playStoppedFor,playContinuedInZoneFor,playContinuedOutsideZoneFor,savedShotsOnGoalFor,savedUnblockedShotAttemptsFor,penaltiesFor,penalityMinutesFor,faceOffsWonFor,hitsFor,takeawaysFor,giveawaysFor,lowDangerShotsFor,mediumDangerShotsFor,highDangerShotsFor,lowDangerxGoalsFor,mediumDangerxGoalsFor,highDangerxGoalsFor,lowDangerGoalsFor,mediumDangerGoalsFor,highDangerGoalsFor,scoreAdjustedShotsAttemptsFor,unblockedShotAttemptsFor,scoreAdjustedUnblockedShotAttemptsFor,dZoneGiveawaysFor,xGoalsFromxReboundsOfShotsFor,xGoalsFromActualReboundsOfShotsFor,reboundxGoalsFor,totalShotCreditFor,scoreAdjustedTotalShotCreditFor,scoreFlurryAdjustedTotalShotCreditFor,xOnGoalAgainst,xGoalsAgainst,xReboundsAgainst,xFreezeAgainst,xPlayStoppedAgainst,xPlayContinuedInZoneAgainst,xPlayContinuedOutsideZoneAgainst,flurryAdjustedxGoalsAgainst,scoreVenueAdjustedxGoalsAgainst,flurryScoreVenueAdjustedxGoalsAgainst,shotsOnGoalAgainst,missedShotsAgainst,blockedShotAttemptsAgainst,shotAttemptsAgainst,goalsAgainst,reboundsAgainst,reboundGoalsAgainst,freezeAgainst,playStoppedAgainst,playContinuedInZoneAgainst,playContinuedOutsideZoneAgainst,savedShotsOnGoalAgainst,savedUnblockedShotAttemptsAgainst,penaltiesAgainst,penalityMinutesAgainst,faceOffsWonAgainst,hitsAgainst,takeawaysAgainst,giveawaysAgainst,lowDangerShotsAgainst,mediumDangerShotsAgainst,highDangerShotsAgainst,lowDangerxGoalsAgainst,mediumDangerxGoalsAgainst,highDangerxGoalsAgainst,lowDangerGoalsAgainst,mediumDangerGoalsAgainst,highDangerGoalsAgainst,scoreAdjustedShotsAttemptsAgainst,unblockedShotAttemptsAgainst,scoreAdjustedUnblockedShotAttemptsAgainst,dZoneGiveawaysAgainst,xGoalsFromxReboundsOfShotsAgainst,xGoalsFromActualReboundsOfShotsAgainst,reboundxGoalsAgainst,totalShotCreditAgainst,scoreAdjustedTotalShotCreditAgainst,scoreFlurryAdjustedTotalShotCreditAgainst
CHI,2011,CHI,CHI,Team Level,other,6,0.72,0.59,0.61,514.0,10.75,2.22,0.83,1.69,0.35,5.87,3.04,2.04,2.22,2.04,14.0,0.0,2.0,16.0,4.0,2.0,2.0,0.0,0.0,5.0,3.0,10.0,10.0,0.0,0.0,3.0,3.0,0.0,0.0,6.0,5.0,3.0,0.29,0.65,1.29,0.0,2.0,2.0,16.0,14.0,14.0,0.0,0.24,1.01,1.01,1.46,1.46,1.37,6.52,0.88,0.48,1.36,0.23,3.32,2.73,0.87,0.88,0.87,7.0,2.0,2.0,11.0,2.0,1.0,1.0,0.0,1.0,3.0,2.0,5.0,7.0,0.0,0.0,9.0,1.0,2.0,0.0,6.0,2.0,1.0,0.21,0.2,0.48,1.0,0.0,1.0,11.0,9.0,9.0,0.0,0.13,0.48,0.48,0.54,0.54,0.53
CHI,2011,CHI,CHI,Team Level,all,6,0.6,0.6,0.58,23899.0,229.62,18.52,15.83,52.56,7.49,131.03,94.58,17.83,18.32,17.65,241.0,79.0,128.0,448.0,12.0,15.0,3.0,43.0,6.0,127.0,117.0,229.0,308.0,22.0,69.0,180.0,181.0,38.0,39.0,253.0,51.0,16.0,6.47,6.1,5.95,7.0,2.0,3.0,444.51,320.0,317.0,31.0,3.43,4.42,4.42,17.52,17.36,17.04,163.8,12.13,11.67,37.73,5.36,94.1,68.02,11.87,12.26,12.0,159.0,70.0,67.0,296.0,17.0,9.0,3.0,31.0,6.0,76.0,90.0,142.0,212.0,23.0,57.0,185.0,246.0,41.0,30.0,180.0,44.0,5.0,4.94,5.28,1.91,5.0,9.0,3.0,296.84,229.0,229.6,17.0,2.54,1.67,1.67,13.0,13.08,12.91
CHI,2011,CHI,CHI,Team Level,5on5,6,0.62,0.62,0.6,19008.0,182.78,14.14,12.2,43.34,5.95,102.09,76.29,13.85,13.95,13.67,187.0,67.0,108.0,362.0,7.0,11.0,0.0,37.0,4.0,99.0,96.0,180.0,247.0,19.0,63.0,136.0,164.0,35.0,36.0,199.0,43.0,12.0,5.31,5.07,3.76,7.0,0.0,0.0,358.51,254.0,251.0,30.0,2.52,2.46,2.46,14.2,14.04,13.83,123.77,8.65,8.12,29.47,3.97,69.79,52.0,8.5,8.79,8.63,120.0,52.0,53.0,225.0,11.0,6.0,2.0,26.0,4.0,54.0,71.0,109.0,161.0,22.0,55.0,142.0,227.0,32.0,24.0,138.0,32.0,2.0,3.87,4.01,0.77,3.0,7.0,1.0,225.84,172.0,172.6,14.0,1.67,0.94,0.94,9.38,9.47,9.41
CHI,2011,CHI,CHI,Team Level,4on5,6,0.17,0.11,0.13,2188.0,5.2,0.53,0.28,0.66,0.16,1.62,3.76,0.53,0.53,0.53,5.0,2.0,0.0,7.0,0.0,0.0,0.0,1.0,0.0,1.0,5.0,5.0,7.0,1.0,2.0,21.0,12.0,2.0,1.0,4.0,3.0,0.0,0.14,0.39,0.0,0.0,0.0,0.0,7.0,7.0,7.0,1.0,0.06,0.0,0.0,0.59,0.59,0.59,32.07,2.55,3.02,6.54,1.08,20.53,12.28,2.45,2.55,2.45,31.0,15.0,8.0,54.0,4.0,2.0,0.0,5.0,0.0,18.0,17.0,27.0,42.0,0.0,0.0,14.0,11.0,0.0,3.0,34.0,10.0,2.0,0.81,1.07,0.67,1.0,2.0,1.0,54.0,46.0,46.0,0.0,0.73,0.26,0.26,3.02,3.02,2.92
CHI,2011,CHI,CHI,Team Level,5on4,6,0.97,0.91,0.96,2189.0,30.89,1.63,2.53,6.87,1.03,21.46,11.49,1.41,1.63,1.41,35.0,10.0,18.0,63.0,1.0,2.0,1.0,5.0,2.0,22.0,13.0,34.0,44.0,2.0,4.0,20.0,2.0,1.0,2.0,44.0,0.0,1.0,0.72,0.0,0.9,0.0,0.0,1.0,63.0,45.0,45.0,0.0,0.6,0.95,0.95,1.28,1.28,1.24,1.44,0.04,0.05,0.35,0.08,0.47,1.0,0.04,0.04,0.04,1.0,1.0,4.0,6.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,2.0,1.0,2.0,20.0,7.0,7.0,3.0,2.0,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0,6.0,2.0,2.0,3.0,0.01,0.0,0.0,0.06,0.06,0.06
OTT,2011,OTT,OTT,Team Level,other,7,0.62,0.64,0.57,827.0,9.37,2.18,0.65,1.71,0.26,4.68,2.53,2.13,2.18,2.13,11.0,1.0,11.0,23.0,2.0,2.0,1.0,3.0,0.0,2.0,3.0,9.0,10.0,1.0,2.0,8.0,2.0,0.0,0.0,8.0,1.0,3.0,0.26,0.15,1.77,0.0,0.0,2.0,23.0,12.0,12.0,0.0,0.17,0.97,0.97,1.38,1.38,1.35,6.21,1.31,0.37,1.16,0.21,3.51,2.44,1.31,1.31,1.31,6.0,3.0,4.0,13.0,1.0,0.0,0.0,1.0,1.0,5.0,1.0,5.0,8.0,0.0,0.0,9.0,4.0,3.0,1.0,6.0,0.0,3.0,0.09,0.0,1.22,0.0,0.0,1.0,13.0,9.0,9.0,0.0,0.13,0.0,0.0,1.44,1.44,1.43
OTT,2011,OTT,OTT,Team Level,all,7,0.5,0.57,0.53,25439.0,225.15,17.81,14.68,51.54,7.39,131.53,98.04,17.0,17.77,16.95,218.0,103.0,155.0,476.0,13.0,13.0,2.0,47.0,8.0,127.0,113.0,205.0,308.0,40.0,97.0,221.0,223.0,35.0,56.0,265.0,37.0,19.0,6.97,4.43,6.41,5.0,4.0,4.0,469.49,321.0,317.0,31.0,3.2,3.11,3.11,17.91,17.83,17.11,205.94,18.15,13.78,46.33,6.63,114.87,86.24,17.77,18.24,17.87,208.0,78.0,80.0,366.0,14.0,12.0,3.0,49.0,7.0,102.0,102.0,194.0,272.0,33.0,83.0,185.0,228.0,49.0,42.0,214.0,54.0,18.0,5.61,6.41,6.13,2.0,7.0,5.0,370.73,286.0,289.68,25.0,3.11,2.41,2.54,18.73,18.83,18.53
OTT,2011,OTT,OTT,Team Level,5on5,7,0.5,0.58,0.55,18451.0,172.96,10.82,10.69,41.97,5.73,101.61,75.18,10.67,10.77,10.62,160.0,86.0,114.0,360.0,7.0,7.0,1.0,35.0,8.0,99.0,90.0,153.0,239.0,35.0,87.0,151.0,191.0,28.0,44.0,210.0,30.0,6.0,5.56,3.71,1.55,2.0,4.0,1.0,353.49,246.0,242.0,25.0,2.17,1.39,1.39,11.6,11.52,11.38,146.08,10.93,9.27,34.26,4.7,81.58,62.27,10.72,11.02,10.81,147.0,56.0,58.0,261.0,9.0,7.0,1.0,39.0,5.0,67.0,76.0,138.0,194.0,31.0,79.0,135.0,195.0,37.0,28.0,157.0,37.0,9.0,4.4,4.52,2.02,2.0,6.0,1.0,265.73,203.0,206.68,18.0,1.89,0.75,0.87,11.95,12.06,11.86
OTT,2011,OTT,OTT,Team Level,4on5,7,0.1,0.15,0.17,3330.0,8.5,0.62,0.27,0.86,0.25,2.28,8.72,0.62,0.62,0.62,12.0,1.0,1.0,14.0,0.0,0.0,0.0,3.0,0.0,3.0,7.0,12.0,13.0,0.0,0.0,36.0,23.0,5.0,6.0,11.0,0.0,2.0,0.18,0.0,0.44,0.0,0.0,0.0,14.0,13.0,13.0,6.0,0.07,0.0,0.0,0.69,0.69,0.69,46.9,5.54,3.87,10.1,1.54,27.93,15.01,5.38,5.54,5.38,45.0,19.0,14.0,78.0,4.0,5.0,2.0,7.0,1.0,28.0,19.0,41.0,60.0,0.0,0.0,22.0,9.0,1.0,8.0,43.0,15.0,6.0,0.93,1.72,2.89,0.0,1.0,3.0,78.0,64.0,64.0,3.0,1.03,1.66,1.66,4.9,4.9,4.8
OTT,2011,OTT,OTT,Team Level,5on4,7,0.92,0.85,0.83,2831.0,34.31,4.2,3.07,7.01,1.16,22.96,11.61,3.58,4.2,3.58,35.0,15.0,29.0,79.0,4.0,4.0,0.0,6.0,0.0,23.0,13.0,31.0,46.0,4.0,8.0,26.0,7.0,2.0,6.0,36.0,6.0,8.0,0.97,0.57,2.66,3.0,0.0,1.0,79.0,50.0,50.0,0.0,0.79,0.75,0.75,4.24,4.24,3.69,6.75,0.37,0.27,0.81,0.18,1.85,6.52,0.37,0.37,0.37,10.0,0.0,4.0,14.0,0.0,0.0,0.0,2.0,0.0,2.0,6.0,10.0,10.0,2.0,4.0,19.0,20.0,8.0,5.0,8.0,2.0,0.0,0.2,0.17,0.0,0.0,0.0,0.0,14.0,10.0,10.0,4.0,0.06,0.0,0.0,0.43,0.43,0.43
FLA,2011,FLA,FLA,Team Level,other,7,0.7,0.48,0.5,1313.0,14.46,3.28,0.98,2.6,0.5,7.64,5.0,3.12,3.28,3.12,16.0,4.0,1.0,21.0,4.0,1.0,1.0,1.0,0.0,10.0,4.0,12.0,16.0,2.0,4.0,20.0,11.0,3.0,0.0,11.0,4.0,5.0,0.39,0.52,2.37,0.0,1.0,3.0,21.0,20.0,20.0,0.0,0.29,0.21,0.21,3.36,3.36,3.25,15.1,1.38,1.24,3.41,0.63,8.18,5.16,1.29,1.38,1.29,11.0,9.0,3.0,23.0,0.0,4.0,0.0,3.0,0.0,6.0,7.0,11.0,20.0,3.0,6.0,10.0,6.0,1.0,1.0,13.0,6.0,1.0,0.4,0.69,0.29,0.0,0.0,0.0,23.0,20.0,20.0,0.0,0.38,0.4,0.4,1.35,1.35,1.31
FLA,2011,FLA,FLA,Team Level,all,7,0.49,0.46,0.47,26966.0,192.97,19.3,12.64,42.08,6.16,103.02,79.8,18.55,19.08,18.34,196.0,67.0,66.0,329.0,17.0,14.0,4.0,37.0,5.0,70.0,120.0,179.0,246.0,32.0,66.0,214.0,262.0,38.0,32.0,185.0,59.0,19.0,5.24,7.1,6.96,2.0,6.0,9.0,326.3,263.0,261.04,22.0,2.87,3.56,3.56,18.61,18.46,18.13,218.05,20.04,16.26,48.95,7.26,119.55,88.95,19.32,20.2,19.48,223.0,78.0,85.0,386.0,18.0,28.0,3.0,51.0,8.0,81.0,115.0,205.0,283.0,33.0,68.0,179.0,274.0,38.0,43.0,213.0,72.0,16.0,6.17,8.7,5.17,5.0,8.0,5.0,389.27,301.0,303.5,24.0,3.71,4.08,4.08,19.67,19.83,19.48
FLA,2011,FLA,FLA,Team Level,5on5,7,0.45,0.45,0.47,21147.0,141.03,11.19,8.82,32.2,4.52,75.02,60.25,10.75,10.97,10.54,140.0,52.0,49.0,241.0,6.0,9.0,0.0,28.0,3.0,52.0,94.0,134.0,186.0,26.0,54.0,150.0,227.0,27.0,31.0,144.0,40.0,8.0,4.12,4.84,2.24,2.0,3.0,1.0,238.3,192.0,190.04,21.0,1.83,2.14,2.14,10.88,10.73,10.63,157.26,13.46,10.58,36.57,5.07,86.94,66.37,13.03,13.63,13.19,164.0,55.0,74.0,293.0,13.0,17.0,2.0,40.0,6.0,62.0,81.0,151.0,206.0,27.0,56.0,133.0,248.0,33.0,35.0,159.0,50.0,10.0,4.78,6.06,2.62,5.0,5.0,3.0,296.27,219.0,221.5,21.0,2.19,2.54,2.54,13.11,13.26,13.07
FLA,2011,FLA,FLA,Team Level,4on5,7,0.07,0.12,0.13,2490.0,5.72,0.38,0.22,0.82,0.17,1.66,4.76,0.38,0.38,0.38,7.0,1.0,0.0,8.0,0.0,0.0,0.0,2.0,0.0,1.0,5.0,7.0,8.0,1.0,2.0,19.0,20.0,6.0,1.0,6.0,2.0,0.0,0.11,0.28,0.0,0.0,0.0,0.0,8.0,8.0,8.0,1.0,0.05,0.0,0.0,0.43,0.43,0.43,40.92,4.8,4.21,8.22,1.41,22.81,13.54,4.61,4.8,4.61,45.0,10.0,6.0,61.0,5.0,7.0,1.0,6.0,1.0,13.0,23.0,40.0,50.0,2.0,4.0,22.0,13.0,2.0,5.0,35.0,15.0,5.0,0.73,1.81,2.26,0.0,3.0,2.0,61.0,55.0,55.0,1.0,1.09,1.13,1.13,4.77,4.77,4.67
FLA,2011,FLA,FLA,Team Level,5on4,7,0.92,0.87,0.86,2016.0,31.77,4.44,2.63,6.45,0.98,18.7,9.79,4.29,4.44,4.29,33.0,10.0,16.0,59.0,7.0,4.0,3.0,6.0,2.0,7.0,17.0,26.0,36.0,3.0,6.0,25.0,4.0,2.0,0.0,24.0,13.0,6.0,0.62,1.46,2.36,0.0,2.0,5.0,59.0,43.0,43.0,0.0,0.71,1.21,1.21,3.93,3.93,3.81,4.77,0.39,0.22,0.74,0.15,1.62,3.88,0.39,0.39,0.39,3.0,4.0,2.0,9.0,0.0,0.0,0.0,2.0,1.0,0.0,4.0,3.0,7.0,1.0,2.0,14.0,7.0,2.0,2.0,6.0,1.0,0.0,0.25,0.14,0.0,0.0,0.0,0.0,9.0,7.0,7.0,2.0,0.05,0.0,0.0,0.44,0.44,0.44
WSH,2011,WSH,WSH,Team Level,other,14,0.22,0.35,0.35,1957.0,13.22,0.92,0.67,2.8,0.42,7.51,5.68,0.92,0.92,0.92,13.0,5.0,9.0,27.0,1.0,0.0,0.0,2.0,0.0,8.0,7.0,12.0,17.0,2.0,4.0,22.0,9.0,4.0,8.0,16.0,1.0,1.0,0.45,0.13,0.35,1.0,0.0,0.0,27.0,18.0,18.0,5.0,0.2,0.0,0.0,1.12,1.12,1.12,25.01,3.24,1.85,5.01,1.03,13.75,9.12,2.96,3.24,2.96,25.0,9.0,17.0,51.0,5.0,3.0,2.0,5.0,1.0,13.0,7.0,20.0,29.0,1.0,2.0,20.0,11.0,2.0,1.0,20.0,9.0,5.0,0.65,1.2,1.39,2.0,1.0,2.0,51.0,34.0,34.0,1.0,0.53,0.82,0.82,2.95,2.95,2.82
