team,season,name,team,position,situation,games_played,xGoalsPercentage,corsiPercentage,fenwickPercentage,iceTime,xOnGoalFor,xGoalsFor,xReboundsFor,xFreezeFor,xPlayStoppedFor,xPlayContinuedInZoneFor,xPlayContinuedOutsideZoneFor,flurryAdjustedxGoalsFor,scoreVenueAdjustedxGoalsFor,flurryScoreVenueAdjustedxGoalsFor,shotsOnGoalFor,missedShotsFor,blockedShotAttemptsFor,shotAttemptsFor,goalsFor,reboundsFor,reboundGoalsFor,freezeFor,playStoppedFor,playContinuedInZoneFor,playContinuedOutsideZoneFor,savedShotsOnGoalFor,savedUnblockedShotAttemptsFor,penaltiesFor,penalityMinutesFor,faceOffsWonFor,hitsFor,takeawaysFor,giveawaysFor,lowDangerShotsFor,mediumDangerShotsFor,highDangerShotsFor,lowDangerxGoalsFor,mediumDangerxGoalsFor,highDangerxGoalsFor,lowDangerGoalsFor,mediumDangerGoalsFor,highDangerGoalsFor,scoreAdjustedShotsAttemptsFor,unblockedShotAttemptsFor,scoreAdjustedUnblockedShotAttemptsFor,dZoneGiveawaysFor,xGoalsFromxReboundsOfShotsFor,xGoalsFromActualReboundsOfShotsFor,reboundxGoalsFor,totalShotCreditFor,scoreAdjustedTotalShotCreditFor,scoreFlurryAdjustedTotalShotCreditFor,xOnGoalAgainst,xGoalsAgainst,xReboundsAgainst,xFreezeAgainst,xPlayStoppedAgainst,xPlayContinuedInZoneAgainst,xPlayContinuedOutsideZoneAgainst,flurryAdjustedxGoalsAgainst,scoreVenueAdjustedxGoalsAgainst,flurryScoreVenueAdjustedxGoalsAgainst,shotsOnGoalAgainst,missedShotsAgainst,blockedShotAttemptsAgainst,shotAttemptsAgainst,goalsAgainst,reboundsAgainst,reboundGoalsAgainst,freezeAgainst,playStoppedAgainst,playContinuedInZoneAgainst,playContinuedOutsideZoneAgainst,savedShotsOnGoalAgainst,savedUnblockedShotAttemptsAgainst,penaltiesAgainst,penalityMinutesAgainst,faceOffsWonAgainst,hitsAgainst,takeawaysAgainst,giveawaysAgainst,lowDangerShotsAgainst,mediumDangerShotsAgainst,highDangerShotsAgainst,lowDangerxGoalsAgainst,mediumDangerxGoalsAgainst,highDangerxGoalsAgainst,lowDangerGoalsAgainst,mediumDangerGoalsAgainst,highDangerGoalsAgainst,scoreAdjustedShotsAttemptsAgainst,unblockedShotAttemptsAgainst,scoreAdjustedUnblockedShotAttemptsAgainst,dZoneGiveawaysAgainst,xGoalsFromxReboundsOfShotsAgainst,xGoalsFromActualReboundsOfShotsAgainst,reboundxGoalsAgainst,totalShotCreditAgainst,scoreAdjustedTotalShotCreditAgainst,scoreFlurryAdjustedTotalShotCreditAgainst
NSH,2016,NSH,NSH,Team Level,other,22,0.59,0.6,0.58,3952.0,39.7,9.54,2.62,7.52,1.28,20.4,13.64,8.39,9.54,8.39,35.0,20.0,27.0,82.0,8.0,3.0,1.0,8.0,4.0,18.0,14.0,27.0,47.0,7.0,17.0,54.0,11.0,9.0,8.0,33.0,7.0,15.0,1.22,0.71,7.62,1.0,0.0,7.0,82.0,55.0,55.0,8.0,0.89,0.92,0.92,9.5,9.5,8.77,28.62,6.55,2.16,4.9,0.91,16.7,8.79,5.94,6.55,5.94,26.0,14.0,15.0,55.0,5.0,1.0,0.0,6.0,1.0,18.0,9.0,21.0,35.0,7.0,14.0,33.0,9.0,5.0,5.0,21.0,8.0,11.0,0.9,1.14,4.51,1.0,1.0,3.0,55.0,40.0,40.0,2.0,0.66,0.59,0.59,6.62,6.62,5.98
NSH,2016,NSH,NSH,Team Level,all,22,0.54,0.53,0.52,81393.0,666.36,64.59,44.62,154.23,21.56,363.75,271.24,60.77,64.96,61.09,653.0,267.0,369.0,1289.0,60.0,49.0,14.0,141.0,31.0,310.0,329.0,593.0,860.0,85.0,197.0,706.0,675.0,172.0,241.0,703.0,147.0,70.0,20.25,17.32,27.02,14.0,20.0,26.0,1295.78,920.0,925.98,169.0,9.87,11.54,11.78,62.68,62.85,61.18,614.38,54.25,41.32,140.91,19.59,339.81,253.12,51.72,54.4,51.84,619.0,230.0,313.0,1162.0,48.0,46.0,11.0,163.0,19.0,287.0,286.0,571.0,801.0,91.0,197.0,692.0,614.0,146.0,217.0,658.0,135.0,56.0,18.55,16.22,19.49,18.0,12.0,18.0,1154.88,849.0,845.96,149.0,9.08,11.26,11.26,52.08,52.09,50.56
NSH,2016,NSH,NSH,Team Level,5on5,22,0.51,0.52,0.52,65305.0,541.47,41.98,35.41,131.01,17.73,296.76,223.11,40.33,42.35,40.66,535.0,211.0,294.0,1040.0,42.0,38.0,11.0,123.0,24.0,249.0,270.0,493.0,704.0,75.0,172.0,569.0,641.0,140.0,199.0,589.0,120.0,37.0,16.7,14.27,11.01,13.0,17.0,12.0,1046.78,746.0,751.98,147.0,7.31,8.23,8.46,40.83,41.0,40.32,505.23,40.33,32.35,119.7,16.14,274.3,212.17,38.68,40.47,38.81,523.0,172.0,263.0,958.0,37.0,40.0,11.0,141.0,17.0,216.0,244.0,486.0,658.0,72.0,156.0,549.0,575.0,122.0,190.0,547.0,109.0,39.0,15.45,12.88,11.99,14.0,11.0,12.0,950.88,695.0,691.96,132.0,6.68,10.11,10.11,36.9,36.92,36.32
NSH,2016,NSH,NSH,Team Level,4on5,22,0.13,0.13,0.14,6053.0,11.04,1.02,0.54,1.4,0.32,2.91,10.82,1.02,1.02,1.02,15.0,2.0,4.0,21.0,0.0,1.0,0.0,1.0,0.0,4.0,11.0,15.0,17.0,3.0,8.0,48.0,19.0,18.0,11.0,14.0,1.0,2.0,0.31,0.13,0.58,0.0,0.0,0.0,21.0,17.0,17.0,11.0,0.13,0.02,0.02,1.12,1.12,1.12,75.26,6.92,6.62,15.67,2.39,47.74,25.66,6.68,6.92,6.68,62.0,43.0,33.0,138.0,6.0,4.0,0.0,15.0,0.0,51.0,29.0,56.0,99.0,8.0,19.0,57.0,10.0,6.0,8.0,83.0,17.0,5.0,2.15,2.05,2.71,3.0,0.0,3.0,138.0,105.0,105.0,2.0,1.69,0.29,0.29,8.32,8.32,8.04
NSH,2016,NSH,NSH,Team Level,5on4,22,0.96,0.93,0.92,6083.0,74.14,12.05,6.05,14.3,2.24,43.68,23.68,11.03,12.05,11.03,68.0,34.0,44.0,146.0,10.0,7.0,2.0,9.0,3.0,39.0,34.0,58.0,92.0,0.0,0.0,35.0,4.0,5.0,23.0,67.0,19.0,16.0,2.02,2.21,7.82,0.0,3.0,7.0,146.0,102.0,102.0,3.0,1.55,2.37,2.37,11.23,11.23,10.98,5.27,0.46,0.2,0.64,0.15,1.07,6.49,0.42,0.46,0.42,8.0,1.0,2.0,11.0,0.0,1.0,0.0,1.0,1.0,2.0,4.0,8.0,9.0,4.0,8.0,53.0,20.0,13.0,14.0,7.0,1.0,1.0,0.04,0.15,0.27,0.0,0.0,0.0,11.0,9.0,9.0,13.0,0.04,0.27,0.27,0.23,0.23,0.23
MIN,2016,MIN,MIN,Team Level,other,5,0.6,0.71,0.75,923.0,13.28,1.49,1.02,2.71,0.43,7.78,4.56,1.43,1.49,1.43,12.0,6.0,7.0,25.0,2.0,0.0,0.0,6.0,0.0,7.0,3.0,10.0,16.0,0.0,0.0,22.0,7.0,1.0,0.0,8.0,9.0,1.0,0.24,1.0,0.26,0.0,1.0,1.0,25.0,18.0,18.0,0.0,0.3,0.0,0.0,1.79,1.79,1.71,4.6,0.99,0.19,1.01,0.13,1.87,1.82,0.99,0.99,0.99,5.0,1.0,4.0,10.0,3.0,0.0,0.0,1.0,0.0,0.0,2.0,2.0,3.0,0.0,0.0,5.0,4.0,1.0,0.0,4.0,1.0,1.0,0.17,0.09,0.72,1.0,1.0,1.0,10.0,6.0,6.0,0.0,0.05,0.0,0.0,1.04,1.04,1.04
MIN,2016,MIN,MIN,Team Level,all,5,0.51,0.59,0.58,19650.0,183.88,12.42,11.83,45.04,5.88,101.39,75.44,12.14,12.18,11.9,182.0,70.0,97.0,349.0,8.0,16.0,2.0,48.0,7.0,93.0,80.0,174.0,244.0,19.0,38.0,202.0,160.0,38.0,31.0,206.0,34.0,12.0,5.31,3.91,3.2,4.0,2.0,2.0,341.05,252.0,246.03,21.0,2.6,2.73,2.73,12.28,12.09,11.93,136.08,12.11,8.7,31.01,4.23,73.32,55.63,11.03,12.34,11.26,134.0,51.0,61.0,246.0,11.0,8.0,0.0,36.0,3.0,54.0,73.0,123.0,174.0,22.0,44.0,150.0,116.0,25.0,23.0,146.0,25.0,14.0,3.98,3.09,5.04,2.0,8.0,1.0,250.19,185.0,188.42,17.0,1.93,1.48,1.48,12.57,12.79,11.75
MIN,2016,MIN,MIN,Team Level,5on5,5,0.58,0.61,0.6,15479.0,147.91,9.49,8.97,37.64,4.74,81.06,61.11,9.31,9.25,9.08,147.0,56.0,80.0,283.0,4.0,13.0,1.0,38.0,7.0,80.0,61.0,143.0,199.0,15.0,30.0,148.0,147.0,37.0,27.0,174.0,19.0,10.0,4.61,2.28,2.59,3.0,1.0,0.0,275.05,203.0,197.03,20.0,1.85,2.32,2.32,9.01,8.82,8.74,98.3,6.74,5.98,23.57,3.12,53.26,41.31,6.63,6.97,6.86,97.0,37.0,48.0,182.0,7.0,5.0,0.0,30.0,2.0,33.0,57.0,90.0,127.0,20.0,40.0,117.0,108.0,15.0,19.0,109.0,18.0,7.0,2.86,2.26,1.62,1.0,6.0,0.0,186.19,134.0,137.42,14.0,1.24,1.08,1.08,6.9,7.13,7.06
MIN,2016,MIN,MIN,Team Level,4on5,5,0.01,0.12,0.12,1510.0,3.87,0.06,0.08,0.36,0.11,0.99,3.41,0.06,0.06,0.06,3.0,2.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,3.0,5.0,1.0,2.0,13.0,3.0,0.0,0.0,5.0,0.0,0.0,0.06,0.0,0.0,0.0,0.0,0.0,6.0,5.0,5.0,0.0,0.02,0.0,0.0,0.08,0.08,0.08,27.96,4.17,2.35,5.66,0.83,16.56,8.44,3.2,4.17,3.2,27.0,11.0,8.0,46.0,1.0,3.0,0.0,4.0,1.0,20.0,9.0,26.0,37.0,0.0,0.0,13.0,0.0,1.0,1.0,26.0,6.0,6.0,0.73,0.73,2.7,0.0,1.0,0.0,46.0,38.0,38.0,0.0,0.6,0.4,0.4,4.37,4.37,3.39
MIN,2016,MIN,MIN,Team Level,5on4,5,0.87,0.81,0.79,1738.0,18.83,1.38,1.75,4.32,0.61,11.56,6.37,1.34,1.38,1.34,20.0,6.0,9.0,35.0,2.0,3.0,1.0,4.0,0.0,6.0,11.0,18.0,24.0,3.0,6.0,19.0,3.0,0.0,4.0,19.0,6.0,1.0,0.4,0.62,0.35,1.0,0.0,1.0,35.0,26.0,26.0,1.0,0.43,0.41,0.41,1.4,1.4,1.39,5.21,0.21,0.18,0.76,0.15,1.64,4.06,0.21,0.21,0.21,5.0,2.0,1.0,8.0,0.0,0.0,0.0,1.0,0.0,1.0,5.0,5.0,7.0,2.0,4.0,15.0,4.0,8.0,3.0,7.0,0.0,0.0,0.21,0.0,0.0,0.0,0.0,0.0,8.0,7.0,7.0,3.0,0.04,0.0,0.0,0.26,0.26,0.26
PIT,2016,PIT,PIT,Team Level,other,25,0.62,0.45,0.48,3668.0,36.74,8.87,2.29,6.95,1.11,17.42,13.36,8.4,8.87,8.4,38.0,12.0,15.0,65.0,11.0,2.0,2.0,5.0,1.0,18.0,13.0,27.0,39.0,2.0,4.0,41.0,11.0,4.0,3.0,21.0,15.0,14.0,0.69,1.74,6.44,3.0,1.0,7.0,65.0,50.0,50.0,3.0,0.62,0.55,0.55,8.94,8.94,8.57,38.28,5.49,2.47,7.88,1.35,22.61,15.21,5.31,5.49,5.31,40.0,15.0,26.0,81.0,3.0,2.0,0.0,4.0,1.0,28.0,17.0,37.0,52.0,6.0,15.0,35.0,17.0,5.0,6.0,36.0,12.0,7.0,1.25,1.34,2.9,0.0,1.0,2.0,81.0,55.0,55.0,5.0,0.73,0.31,0.31,5.91,5.91,5.74
PIT,2016,PIT,PIT,Team Level,all,25,0.51,0.46,0.47,92791.0,698.41,66.28,48.88,160.63,22.17,385.53,284.52,64.32,67.19,65.2,719.0,249.0,341.0,1309.0,77.0,54.0,18.0,159.0,22.0,295.0,361.0,642.0,891.0,97.0,208.0,810.0,753.0,149.0,203.0,707.0,199.0,62.0,19.8,23.22,23.26,26.0,28.0,23.0,1321.45,968.0,978.3,128.0,10.73,11.0,11.02,66.0,66.66,65.33,769.4,64.66,50.84,183.03,25.3,424.48,325.69,62.05,64.57,61.93,794.0,280.0,438.0,1512.0,57.0,65.0,8.0,183.0,30.0,348.0,391.0,737.0,1017.0,103.0,229.0,797.0,905.0,161.0,168.0,845.0,159.0,70.0,22.98,18.57,23.11,16.0,21.0,20.0,1499.77,1074.0,1070.12,103.0,11.17,13.1,13.32,62.52,62.41,61.19
PIT,2016,PIT,PIT,Team Level,5on5,25,0.48,0.46,0.47,74905.0,547.43,43.25,36.46,130.86,17.41,304.62,226.4,42.11,44.15,42.99,570.0,189.0,283.0,1042.0,50.0,41.0,14.0,133.0,19.0,219.0,297.0,520.0,709.0,85.0,181.0,645.0,704.0,122.0,177.0,579.0,150.0,30.0,16.66,17.81,8.78,19.0,22.0,9.0,1054.45,759.0,769.3,115.0,7.53,8.22,8.24,42.53,43.19,42.59,621.48,46.31,39.22,153.0,20.41,341.16,262.9,44.61,46.21,44.49,634.0,229.0,354.0,1217.0,44.0,51.0,7.0,157.0,25.0,266.0,320.0,590.0,819.0,89.0,198.0,638.0,832.0,138.0,139.0,694.0,126.0,43.0,19.32,14.83,12.17,15.0,18.0,11.0,1204.77,863.0,859.11,88.0,8.08,10.11,10.33,44.06,43.96,43.35
PIT,2016,PIT,PIT,Team Level,4on5,25,0.13,0.1,0.13,7015.0,11.71,1.76,0.62,1.26,0.31,2.68,12.38,1.75,1.76,1.75,15.0,4.0,2.0,21.0,1.0,0.0,0.0,2.0,0.0,5.0,11.0,14.0,18.0,3.0,6.0,59.0,28.0,18.0,6.0,14.0,1.0,4.0,0.29,0.13,1.34,0.0,0.0,1.0,21.0,19.0,19.0,4.0,0.14,0.0,0.0,1.9,1.9,1.9,92.55,11.92,8.49,19.83,3.04,55.86,29.86,11.2,11.92,11.2,96.0,33.0,50.0,179.0,10.0,10.0,1.0,20.0,4.0,48.0,37.0,86.0,119.0,4.0,8.0,62.0,22.0,2.0,15.0,91.0,20.0,18.0,2.0,2.3,7.62,1.0,2.0,7.0,179.0,129.0,129.0,2.0,2.2,2.45,2.45,11.66,11.66,11.23
PIT,2016,PIT,PIT,Team Level,5on4,25,0.93,0.84,0.84,7203.0,102.53,12.41,9.51,21.56,3.35,60.8,32.38,12.05,12.41,12.05,96.0,44.0,41.0,181.0,15.0,11.0,2.0,19.0,2.0,53.0,40.0,81.0,125.0,7.0,17.0,65.0,10.0,5.0,17.0,93.0,33.0,14.0,2.16,3.54,6.7,4.0,5.0,6.0,181.0,140.0,140.0,6.0,2.44,2.23,2.23,12.63,12.63,12.28,17.1,0.95,0.67,2.32,0.5,4.85,17.72,0.93,0.95,0.93,24.0,3.0,8.0,35.0,0.0,2.0,0.0,2.0,0.0,6.0,17.0,24.0,27.0,4.0,8.0,62.0,34.0,16.0,8.0,24.0,1.0,2.0,0.42,0.11,0.42,0.0,0.0,0.0,35.0,27.0,27.0,8.0,0.16,0.23,0.23,0.89,0.89,0.87
STL,2016,STL,STL,Team Level,other,11,0.4,0.41,0.38,2676.0,19.47,3.72,1.48,3.68,0.6,11.2,5.33,3.41,3.72,3.41,15.0,11.0,15.0,41.0,3.0,1.0,0.0,6.0,0.0,9.0,7.0,12.0,23.0,2.0,4.0,19.0,6.0,4.0,0.0,15.0,5.0,6.0,0.75,0.72,2.26,1.0,1.0,1.0,41.0,26.0,26.0,0.0,0.48,0.59,0.59,3.6,3.6,3.28,30.93,5.48,2.18,6.11,1.04,17.26,9.94,4.44,5.48,4.44,28.0,14.0,17.0,59.0,4.0,1.0,0.0,11.0,3.0,14.0,9.0,24.0,38.0,0.0,0.0,50.0,12.0,2.0,6.0,23.0,12.0,7.0,0.86,1.28,3.34,0.0,1.0,3.0,59.0,42.0,42.0,6.0,0.7,0.82,0.82,5.36,5.36,4.74
